"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","950.1","10.05","3.09","1.10",".266","75.6%","3.21","3.67","3.72","1.13"
"MIL","945.0","10.11","3.43","1.02",".270","76.0%","3.33","3.70","3.73","1.16"
"SFG","933.2","8.81","2.64","1.04",".266","74.4%","3.36","3.72","3.91","1.12"
"TBR","955.0","9.48","2.76","1.10",".279","73.6%","3.52","3.68","3.84","1.14"
"MIA","921.0","8.81","3.23","0.91",".280","73.0%","3.53","3.77","4.11","1.21"
"SDP","959.2","9.62","3.19","1.16",".284","76.2%","3.57","3.96","3.94","1.22"
"CHW","913.1","10.25","3.07","1.22",".284","75.0%","3.64","3.78","3.85","1.20"
"NYM","879.2","9.69","3.17","1.15",".287","74.2%","3.64","3.87","3.86","1.22"
"OAK","947.2","8.55","2.71","1.08",".285","74.9%","3.66","3.85","4.27","1.21"
"HOU","943.0","9.20","3.40","1.22",".270","75.1%","3.76","4.15","4.16","1.22"
"NYY","917.2","9.70","3.04","1.14",".277","72.4%","3.78","3.78","4.00","1.17"
"TOR","881.2","9.47","3.20","1.40",".282","76.0%","3.92","4.28","4.07","1.25"
"ATL","923.0","9.14","3.47","1.16",".292","72.9%","4.12","4.10","4.17","1.30"
"CHC","937.1","8.90","3.90","1.35",".281","74.7%","4.20","4.64","4.36","1.34"
"BOS","939.1","9.48","3.46","1.08",".322","72.7%","4.21","3.93","4.08","1.38"
"STL","914.1","7.99","4.35","0.92",".275","72.2%","4.22","4.40","4.83","1.36"
"WSN","900.0","8.80","3.32","1.45",".280","71.6%","4.43","4.54","4.37","1.29"
"PHI","914.1","9.34","3.22","1.33",".302","71.0%","4.49","4.23","4.02","1.32"
"CLE","883.1","9.51","3.63","1.43",".287","72.5%","4.50","4.44","4.16","1.31"
"CIN","946.0","9.66","4.16","1.34",".295","72.3%","4.52","4.48","4.32","1.39"
"SEA","930.2","8.41","3.19","1.22",".293","69.8%","4.54","4.27","4.41","1.30"
"DET","936.0","8.14","3.62","1.34",".285","70.7%","4.59","4.68","4.62","1.35"
"TEX","921.0","8.07","3.21","1.46",".293","70.9%","4.70","4.65","4.43","1.35"
"COL","913.0","8.15","3.56","1.27",".294","69.8%","4.70","4.51","4.35","1.37"
"LAA","923.2","9.63","3.93","1.26",".301","69.1%","4.77","4.29","4.14","1.38"
"KCR","900.0","8.86","3.97","1.28",".306","70.2%","4.95","4.49","4.52","1.43"
"MIN","924.0","8.44","3.05","1.50",".296","67.0%","4.99","4.58","4.36","1.34"
"PIT","904.1","8.57","3.85","1.30",".297","69.1%","5.03","4.59","4.57","1.40"
"ARI","922.0","8.07","3.47","1.49",".308","67.2%","5.43","4.86","4.77","1.46"
"BAL","899.1","8.56","3.63","1.50",".310","68.7%","5.43","4.79","4.67","1.46"
