"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"NYM","200","28","1","7.5%","16.5%",".243",".357",".320",".376",".564",".401","167","-0.1","33.6%","87.2%","39.7%"
"MIL","239","32","4","12.1%","21.8%",".223",".324",".282",".372",".505",".371","140","-0.4","29.5%","80.4%","34.8%"
"CIN","249","36","0","6.4%","26.5%",".183",".355",".279",".333",".463",".346","118","-1.7","31.2%","87.6%","37.2%"
"LAD","281","39","5","9.3%","17.1%",".172",".308",".272",".342",".444",".342","123","1.6","28.2%","88.4%","42.4%"
"STL","191","26","4","8.4%","23.6%",".200",".294",".259",".325",".459",".339","122","0.1","30.1%","87.6%","42.2%"
"OAK","206","26","4","4.4%","25.7%",".262",".269",".241",".278",".503",".333","121","1.1","36.7%","84.4%","33.6%"
"PHI","270","38","6","4.1%","18.1%",".136",".342",".300",".326",".436",".330","111","0.6","36.6%","87.8%","40.0%"
"NYY","228","31","3","10.5%","22.4%",".216",".234",".221",".316",".437",".330","116","-0.6","29.9%","83.3%","36.9%"
"HOU","266","32","5","9.0%","17.7%",".203",".249",".232",".312",".435",".320","112","0.0","33.0%","89.8%","39.3%"
"DET","265","31","1","6.4%","22.6%",".174",".284",".244",".298",".417",".311","102","-0.2","38.9%","85.7%","36.8%"
"CLE","273","31","6","5.9%","19.0%",".131",".304",".258",".313",".389",".309","101","1.2","35.0%","85.3%","30.3%"
"ATL","210","24","4","6.7%","22.9%",".169",".286",".241",".295",".410",".308","95","-0.4","36.2%","80.5%","41.5%"
"CHW","176","17","2","4.5%","20.5%",".145",".310",".259",".297",".404",".306","99","0.1","37.9%","85.3%","45.0%"
"SDP","227","30","3","8.8%","22.0%",".172",".248",".222",".300",".394",".306","100","0.8","32.1%","82.1%","44.2%"
"TOR","205","27","2","7.8%","20.0%",".168",".254",".232",".294",".400",".303","93","-0.4","26.7%","86.4%","45.6%"
"COL","253","21","2","7.1%","21.7%",".123",".310",".250",".316",".373",".303","80","0.0","29.8%","87.0%","38.9%"
"TBR","264","20","2","8.3%","25.8%",".125",".317",".246",".311",".371",".300","100","-0.4","32.8%","77.7%","40.5%"
"BOS","253","28","2","7.5%","24.5%",".135",".317",".243",".304",".378",".300","89","-0.8","31.8%","84.4%","29.4%"
"WSN","222","22","5","7.7%","21.6%",".122",".297",".244",".312",".365",".298","89","-0.6","32.0%","86.1%","32.7%"
"SFG","254","21","3","6.7%","24.8%",".118",".302",".231",".307",".349",".294","91","0.2","29.6%","87.4%","30.1%"
"MIN","180","20","2","8.3%","30.0%",".215",".230",".196",".268",".411",".294","90","0.0","31.7%","83.8%","43.6%"
"TEX","258","30","4","9.3%","26.0%",".139",".294",".225",".300",".364",".294","91","0.5","31.7%","81.3%","37.3%"
"MIA","254","21","5","7.1%","24.0%",".120",".304",".240",".299",".361",".292","91","0.1","38.7%","82.9%","37.6%"
"ARI","213","23","4","9.9%","23.5%",".153",".246",".201",".288",".354",".286","80","1.1","26.3%","84.2%","34.3%"
"BAL","250","27","4","7.2%","23.2%",".123",".263",".223",".293",".345",".283","81","0.6","37.6%","83.5%","38.7%"
"KCR","262","22","3","8.8%","28.6%",".089",".312",".226",".302",".315",".277","77","-0.2","34.0%","84.1%","26.7%"
"LAA","255","23","8","9.4%","20.0%",".120",".256",".209",".295",".329",".274","76","1.2","32.7%","87.5%","34.7%"
"CHC","209","17","1","5.7%","23.9%",".114",".273",".218",".278",".332",".272","71","-1.4","32.8%","83.6%","43.4%"
"SEA","250","23","2","9.2%","24.4%",".109",".255",".204",".285",".312",".266","77","-0.9","32.9%","82.6%","33.1%"
"PIT","217","16","4","6.0%","27.6%",".119",".254",".193",".249",".312",".249","59","0.7","32.9%","87.8%","29.6%"
