"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"CHC","51.0","9.71","2.47","0.71",".312","78.5%","2.29","3.16","3.77","1.22"
"NYM","45.0","8.20","2.80","0.80",".270","87.0%","2.40","3.65","4.11","1.13"
"DET","61.0","7.08","3.69","0.89",".227","68.1%","2.51","4.20","4.58","1.15"
"ARI","51.1","7.89","2.10","0.88",".263","77.6%","2.81","3.51","3.92","1.03"
"PHI","65.0","9.83","2.49","0.83",".272","74.7%","2.91","3.06","3.30","1.05"
"CIN","63.0","9.14","2.71","0.86",".301","77.3%","3.00","3.33","3.52","1.19"
"LAD","62.0","8.13","2.18","0.44",".315","72.2%","3.05","2.91","3.79","1.19"
"OAK","52.1","6.71","1.89","1.38",".228","79.9%","3.10","4.36","4.22","1.01"
"TOR","54.0","8.50","2.83","1.17",".276","82.5%","3.17","4.08","4.24","1.19"
"BAL","62.0","9.29","2.90","1.31",".319","85.4%","3.19","4.01","3.65","1.32"
"MIL","53.0","10.70","3.06","0.85",".309","71.2%","3.23","3.04","3.30","1.23"
"CHW","44.0","8.18","3.48","1.84",".286","90.9%","3.27","5.19","4.01","1.36"
"ATL","52.0","9.17","2.42","0.69",".268","70.9%","3.29","2.89","3.29","1.06"
"LAA","62.0","11.03","3.34","0.58",".340","71.1%","3.34","2.77","3.46","1.29"
"CLE","60.0","9.00","3.00","0.75",".294","71.6%","3.75","3.30","3.80","1.20"
"TEX","59.2","9.20","3.92","0.75",".265","72.1%","3.77","3.62","4.15","1.21"
"HOU","61.0","9.00","2.36","0.89",".261","69.4%","3.84","3.33","4.05","1.03"
"NYY","52.1","11.01","3.44","1.03",".318","74.3%","3.96","3.37","3.38","1.30"
"SDP","53.2","10.23","2.35","1.68",".299","69.2%","4.02","4.11","3.18","1.21"
"TBR","61.0","8.56","2.21","1.03",".287","70.4%","4.13","3.79","3.95","1.16"
"KCR","60.1","7.76","4.48","1.64",".240","70.0%","4.18","5.41","4.61","1.34"
"STL","43.0","7.74","1.88","1.05",".289","70.5%","4.19","3.68","3.62","1.14"
"SFG","60.0","9.90","2.70","0.90",".265","66.6%","4.20","3.37","3.36","1.08"
"PIT","54.0","5.00","2.00","1.17",".339","73.4%","4.33","4.42","4.38","1.50"
"SEA","61.1","6.90","3.82","1.17",".258","72.8%","4.40","4.70","4.82","1.32"
"COL","63.0","7.57","3.14","0.57",".328","66.0%","4.43","3.41","3.69","1.43"
"BOS","63.0","7.14","2.86","1.14",".320","74.0%","4.43","4.37","4.32","1.43"
"WSN","53.0","7.98","3.40","1.53",".262","72.7%","4.75","4.74","4.69","1.28"
"MIA","61.0","8.26","2.51","1.33",".360","64.7%","6.20","4.19","3.58","1.52"
"MIN","41.2","9.72","4.97","3.02",".266","69.6%","7.34","7.06","4.68","1.58"
