"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"LAD","3886","526","64","10.0%","21.4%",".184",".301",".258",".336",".442",".338","120","14.6","28.6%","85.0%","41.9%"
"NYY","3948","551","68","10.4%","21.9%",".199",".274",".245",".331",".444",".337","121","-2.8","30.5%","84.3%","42.8%"
"TOR","3861","495","42","7.8%","20.5%",".173",".306",".265",".329",".438",".334","114","-5.6","31.1%","85.3%","44.3%"
"ATL","3858","486","58","7.6%","24.7%",".193",".295",".248",".312",".441",".327","108","6.9","35.0%","82.4%","43.7%"
"HOU","3851","461","52","9.3%","19.9%",".185",".267",".240",".318",".425",".324","113","-6.9","31.5%","87.0%","39.5%"
"MIN","3809","458","16","8.6%","21.9%",".168",".294",".251",".321",".419",".323","111","-13.0","31.4%","86.5%","42.5%"
"MIL","3862","474","63","9.3%","23.3%",".177",".283",".240",".320",".417",".322","105","1.5","29.3%","85.2%","39.0%"
"COL","3920","466","27","7.8%","20.6%",".145",".312",".261",".325",".406",".320","92","-4.4","33.3%","87.4%","36.6%"
"NYM","3855","475","34","8.0%","19.9%",".148",".299",".256",".326",".404",".320","112","-4.2","32.7%","86.3%","37.1%"
"STL","3879","471","67","8.3%","20.7%",".156",".293",".251",".321",".407",".319","108","9.2","34.1%","86.2%","35.2%"
"PHI","3839","476","62","7.9%","22.2%",".168",".291",".248",".311",".416",".317","102","5.3","34.1%","85.9%","40.7%"
"BOS","3926","468","39","7.5%","21.9%",".155",".307",".255",".316",".410",".316","101","-1.7","33.9%","84.3%","39.7%"
"SFG","3861","471","47","9.6%","23.1%",".160",".281",".235",".319",".395",".314","105","1.2","29.0%","84.6%","37.6%"
"CHC","3845","428","66","8.6%","23.3%",".150",".299",".244",".318",".393",".313","99","-6.5","31.8%","83.5%","38.1%"
"SEA","3885","416","53","9.5%","22.8%",".150",".281",".233",".316",".384",".309","105","-9.3","30.3%","86.0%","35.3%"
"CLE","3820","444","62","7.5%","18.5%",".136",".293",".252",".315",".388",".308","100","7.6","33.1%","87.8%","34.1%"
"CHW","3831","440","39","6.2%","20.4%",".129",".306",".257",".311",".386",".306","99","2.4","36.0%","86.1%","39.8%"
"CIN","3717","444","42","7.5%","24.0%",".142",".298",".241",".309",".383",".306","90","-9.5","33.0%","85.7%","36.3%"
"TEX","3788","460","80","7.7%","23.5%",".159",".285",".239",".301",".398",".306","99","15.8","33.0%","82.9%","39.6%"
"SDP","3925","449","33","9.1%","21.5%",".136",".289",".240",".315",".375",".304","98","3.8","31.6%","86.0%","36.2%"
"WSN","3835","393","41","8.3%","19.4%",".125",".291",".246",".315",".371",".303","92","-23.3","33.7%","85.8%","35.2%"
"TBR","3791","420","61","8.2%","23.8%",".141",".298",".240",".307",".381",".303","102","-1.8","32.1%","83.4%","38.9%"
"KCR","3807","394","62","7.9%","21.0%",".132",".296",".246",".310",".378",".303","94","-1.7","32.8%","85.9%","36.9%"
"ARI","3757","426","44","9.6%","22.8%",".159",".266",".224",".304",".384",".302","91","16.9","28.5%","85.9%","36.1%"
"BAL","3823","425","62","7.4%","23.5%",".151",".284",".234",".301",".385",".301","93","9.1","35.4%","84.9%","39.1%"
"MIA","3782","406","83","7.4%","23.5%",".138",".291",".238",".302",".376",".298","95","0.6","34.7%","85.6%","37.6%"
"LAA","3763","398","59","8.3%","26.2%",".150",".288",".229",".300",".379",".298","92","3.9","29.8%","82.9%","37.6%"
"PIT","3709","363","45","8.1%","25.7%",".144",".273",".219",".287",".363",".286","83","-2.7","31.3%","86.9%","37.6%"
"DET","3700","331","27","6.7%","23.5%",".108",".286",".228",".286",".337",".276","77","-9.5","35.6%","85.5%","36.1%"
"OAK","3722","355","58","6.8%","23.6%",".132",".261",".215",".275",".346",".274","80","3.8","33.8%","84.8%","34.9%"
