"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"SEA","56.0","8.68","1.45","0.48",".253","82.6%","1.93","2.38","3.01","0.88"
"CLE","53.0","10.02","2.55","1.02",".203","85.5%","2.04","3.28","3.21","0.87"
"HOU","54.0","10.83","3.17","0.67",".270","83.3%","2.17","2.74","2.94","1.04"
"BAL","55.0","6.22","2.45","0.49",".273","82.8%","2.29","3.49","4.27","1.15"
"NYY","54.2","8.23","2.14","0.66",".245","78.7%","2.30","3.29","3.68","0.97"
"LAA","61.1","7.92","4.70","0.73",".260","72.7%","2.64","4.09","4.70","1.34"
"PHI","63.0","9.00","1.86","0.86",".273","77.7%","2.71","3.03","3.26","1.02"
"NYM","52.0","8.83","1.90","0.52",".294","78.9%","2.77","2.78","3.61","1.08"
"ATL","52.1","8.43","2.58","1.55",".221","83.7%","2.92","4.58","3.99","1.03"
"LAD","54.0","9.17","2.67","1.00",".209","75.1%","3.00","3.70","3.86","0.93"
"MIN","61.0","7.97","2.66","0.74",".296","78.3%","3.25","3.55","4.07","1.16"
"TBR","63.0","10.57","2.00","1.29",".343","80.4%","3.43","3.30","2.98","1.29"
"ARI","44.0","6.55","3.07","0.82",".230","73.1%","3.48","3.94","4.53","1.07"
"OAK","66.0","7.36","3.68","0.55",".266","70.2%","3.68","3.64","4.58","1.23"
"MIA","55.1","7.64","3.09","0.81",".289","71.9%","3.74","3.69","4.18","1.27"
"STL","70.0","6.43","2.06","0.39",".289","62.2%","3.86","2.98","3.79","1.17"
"WSN","44.0","9.82","2.05","1.43",".273","75.2%","3.89","3.97","3.60","1.07"
"DET","44.0","8.59","3.27","1.84",".293","82.6%","4.30","5.10","3.91","1.34"
"CIN","58.1","7.71","2.62","1.23",".308","73.4%","4.47","4.33","4.23","1.32"
"TOR","56.0","10.77","3.21","1.61",".359","76.0%","4.82","4.34","3.56","1.52"
"PIT","52.0","9.00","3.46","0.87",".302","57.6%","4.85","3.70","3.69","1.35"
"CHW","62.0","7.84","3.77","1.16",".222","59.3%","4.94","4.66","4.75","1.13"
"CHC","71.0","7.61","3.68","1.77",".329","77.2%","5.07","5.39","4.75","1.61"
"MIL","53.0","8.32","4.25","1.02",".298","64.7%","5.26","4.28","4.35","1.43"
"SDP","44.0","8.39","3.07","1.64",".331","63.5%","5.52","4.85","4.35","1.55"
"SFG","42.1","10.42","3.83","0.85",".351","63.4%","5.53","3.46","3.58","1.46"
"BOS","56.0","9.00","3.70","0.96",".369","63.8%","5.63","3.86","3.90","1.63"
"COL","51.2","8.01","3.31","1.22",".314","63.0%","5.75","4.44","4.21","1.43"
"TEX","53.0","8.15","2.55","1.02",".361","60.8%","5.94","3.80","3.69","1.53"
"KCR","54.0","7.00","4.50","1.50",".343","69.9%","6.17","5.35","4.89","1.76"
