"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","1466","3993","173","557","540","35","9.9 %","20.7 %",".210",".296",".264",".345",".474",".343","114","3.7","77.3","43.0","24.3"
"Astros","1405","3934","164","525","512","47","9.7 %","18.3 %",".205",".295",".271",".346",".476",".345","120","-5.2","95.0","-9.9","21.8"
"Twins","1370","3865","182","549","527","24","7.9 %","20.3 %",".224",".300",".271",".337",".495",".347","115","-6.3","68.5","11.0","21.0"
"Red Sox","1460","4019","148","566","536","53","9.6 %","20.9 %",".192",".315",".272",".346",".463",".340","108","1.5","42.3","2.8","18.2"
"Braves","1494","3937","156","534","517","50","9.3 %","22.4 %",".195",".306",".262",".337",".457",".334","103","2.8","18.2","26.8","16.8"
"Diamondbacks","1442","3939","142","518","494","55","8.0 %","21.5 %",".190",".301",".259",".325",".449",".325","97","8.4","-6.4","51.0","16.8"
"Angels","1476","3907","146","520","496","40","9.3 %","18.2 %",".183",".286",".260",".335",".443",".329","108","-3.7","37.9","-3.8","16.7"
"Cubs","1415","3791","155","502","483","25","9.9 %","23.7 %",".200",".302",".255",".336",".455",".333","104","-3.0","17.0","30.2","16.5"
"Athletics","1449","3895","163","526","492","33","8.7 %","20.1 %",".200",".277",".251",".324",".451",".327","106","-2.4","27.0","1.2","16.1"
"Yankees","1372","3763","165","558","532","37","9.6 %","23.0 %",".199",".309",".265",".341",".465",".339","111","-1.7","49.1","-19.4","15.8"
"Brewers","1500","3933","169","494","480","68","9.7 %","24.4 %",".203",".294",".249",".328",".452",".327","99","3.9","0.8","33.6","15.7"
"Rays","1471","3947","132","466","441","63","8.4 %","24.2 %",".175",".308",".252",".324",".427",".319","101","6.6","10.3","4.6","15.0"
"Phillies","1456","3838","125","478","456","39","9.5 %","22.6 %",".174",".290",".243",".322",".418",".313","91","2.7","-41.0","44.5","12.4"
"Padres","1442","3691","153","439","425","47","7.9 %","26.0 %",".188",".293",".243",".309",".431",".312","93","-6.6","-42.6","43.9","11.8"
"Mariners","1437","3935","166","503","488","69","9.4 %","25.0 %",".200",".287",".242",".319",".442",".322","105","5.4","29.9","-52.5","11.3"
"Mets","1484","3861","141","466","449","38","8.1 %","22.9 %",".177",".300",".253",".324",".431",".320","101","-11.1","-5.5","-3.4","11.3"
"Nationals","1399","3748","131","483","460","63","8.7 %","21.9 %",".178",".299",".255",".329",".433",".322","95","1.3","-23.9","7.9","10.3"
"Indians","1389","3669","130","449","420","67","9.3 %","21.9 %",".176",".287",".247",".322",".423",".316","92","7.2","-30.1","2.2","9.9"
"Cardinals","1442","3699","120","442","415","65","8.7 %","22.5 %",".159",".288",".243",".317",".402",".307","89","6.9","-47.8","26.5","9.6"
"Pirates","1457","3783","103","457","449","36","6.8 %","20.2 %",".161",".317",".268",".324",".429",".317","96","0.7","-22.0","-5.3","9.3"
"Royals","1379","3791","98","441","420","91","7.6 %","22.8 %",".157",".305",".250",".313",".407",".306","88","0.9","-57.9","16.4","9.0"
"Rangers","1388","3810","142","522","494","79","9.0 %","26.4 %",".192",".310",".249",".323",".441",".323","93","10.8","-22.7","-20.3","8.9"
"Giants","1481","3788","106","442","429","27","8.1 %","23.1 %",".160",".284",".236",".302",".396",".297","83","-5.3","-89.7","35.2","6.6"
"Reds","1475","3637","131","426","412","44","7.8 %","23.4 %",".176",".286",".242",".312",".417",".309","86","-9.4","-75.7","24.4","6.5"
"White Sox","1370","3555","110","408","388","48","6.6 %","25.5 %",".150",".321",".256",".312",".406",".306","91","6.2","-36.0","-25.8","6.2"
"Rockies","1457","3854","129","542","521","36","7.5 %","24.4 %",".189",".326",".266",".324",".455",".327","84","1.1","-79.0","10.0","5.4"
"Blue Jays","1420","3772","140","441","421","30","8.2 %","24.2 %",".176",".276",".233",".300",".409",".301","86","-2.1","-69.3","-18.7","4.4"
"Marlins","1415","3609","77","349","338","28","6.5 %","24.4 %",".121",".302",".240",".297",".361",".283","76","-12.7","-126.2","23.5","1.4"
"Orioles","1401","3679","121","418","393","45","7.1 %","24.0 %",".164",".292",".242",".303",".406",".301","86","-1.2","-68.8","-49.3","1.2"
"Tigers","1383","3579","89","350","334","38","7.0 %","26.3 %",".152",".299",".235",".293",".387",".289","77","0.7","-102.5","-32.0","-0.8"
