"Team","Inn","rSZ","rCERA","rSB","rGDP","rARM","rGFP","rPM","rTS","DRS","BIZ","Plays","RZR","OOZ","FSR","FRM","ARM","DPR","RngR","ErrR","UZR","UZR/150","Def"
"Diamondbacks","10059.0","4","-1","2","-1","-2","6","41","37","88","1400","1150",".821","531","","9.6","5.3","-1.3","13.3","6.2","23.4","6.0","41.0"
"Indians","9927.0","15","3","1","-1","7","9","5","14","54","1426","1168",".819","413","","17.5","7.3","-1.7","8.5","8.5","22.7","6.3","29.7"
"Cardinals","9633.0","-14","0","3","4","0","-3","37","24","64","1433","1171",".817","393","","-24.3","2.2","2.8","0.9","9.1","15.0","3.6","23.0"
"Phillies","9945.0","2","-1","7","-1","4","-8","1","6","14","1546","1247",".807","395","","18.3","7.7","-4.5","5.6","3.0","11.8","3.9","22.8"
"Royals","9828.0","1","3","0","0","-4","8","10","7","21","1617","1288",".797","449","","6.8","-1.9","3.4","5.2","12.9","19.6","3.0","22.6"
"Athletics","10083.0","-9","-3","0","-6","7","-6","19","11","15","1633","1353",".829","408","","-9.7","6.1","0.1","2.9","13.6","22.9","5.2","21.9"
"Braves","10068.0","13","-1","-2","-2","2","-1","12","-4","12","1566","1240",".792","429","","30.1","2.0","0.5","-19.7","9.1","-8.1","-0.7","18.0"
"Rays","10173.0","7","-1","-1","4","5","2","22","15","50","1356","1076",".794","477","","11.2","6.7","0.0","2.6","-4.8","4.5","2.7","16.7"
"Red Sox","10236.0","7","0","3","-4","7","6","-34","4","-6","1480","1220",".824","393","","26.1","12.8","-4.7","-2.5","4.9","10.4","4.4","16.4"
"Cubs","9846.0","0","3","0","8","3","4","7","2","21","1527","1245",".815","386","","-13.7","-0.8","7.7","2.4","8.9","18.4","2.8","16.4"
"Angels","9984.0","-4","-3","-2","-1","-7","-7","6","3","-15","1534","1248",".814","426","","-10.4","4.7","1.4","2.6","7.5","16.2","3.7","15.2"
"Twins","10026.0","3","-1","-4","-2","11","2","6","9","24","1499","1206",".805","500","","9.4","9.1","-0.4","15.1","-17.1","6.7","2.9","11.2"
"Padres","9741.0","20","4","0","-1","0","-2","6","-4","16","1491","1187",".796","434","","24.4","-2.7","0.2","10.0","1.9","9.4","0.7","10.4"
"Marlins","9759.0","-1","-4","0","2","-9","7","16","6","16","1413","1146",".811","416","","-9.3","-1.1","1.7","8.9","-1.0","8.5","1.8","8.5"
"Giants","10125.0","9","-1","-1","-8","3","6","27","7","43","1546","1250",".809","421","","11.0","0.4","-4.8","13.7","-1.1","8.2","1.6","6.2"
"Astros","10032.0","-3","-2","0","-3","-2","17","31","34","69","1342","1094",".815","504","","2.6","-2.1","-6.3","12.7","1.7","6.0","0.3","4.0"
"Reds","9720.0","4","0","-3","4","3","2","24","12","43","1372","1087",".792","432","","0.7","-0.3","1.7","3.9","2.1","7.2","1.5","0.2"
"Yankees","10023.0","-2","1","2","0","4","4","-8","-8","-13","1463","1145",".783","488","","-12.9","-1.1","1.4","0.0","-0.9","-0.6","-0.4","-1.6"
"Dodgers","10023.0","8","1","0","2","7","7","54","41","117","1381","1107",".802","483","","19.0","9.7","0.1","3.3","-15.4","-2.3","2.4","-3.3"
"Brewers","10011.0","13","-4","-4","0","-2","6","17","5","25","1369","1091",".797","464","","41.2","2.1","1.3","5.6","-7.9","1.0","0.7","-6.0"
"White Sox","9615.0","-10","2","2","7","-2","0","-45","7","-38","1470","1171",".797","458","","-25.8","-0.7","5.0","-2.2","-10.3","-8.2","-1.7","-7.2"
"Nationals","9759.0","-8","1","-2","-2","4","2","-16","1","-19","1394","1150",".825","429","","-13.3","-3.7","-3.9","-5.9","7.3","-6.3","-2.3","-8.3"
"Rangers","9819.0","-9","4","-4","1","-2","-11","-26","12","-36","1586","1264",".797","382","","-23.0","-8.5","2.1","-1.2","4.0","-3.6","-2.3","-8.6"
"Blue Jays","10068.0","9","3","2","-2","-1","1","-24","11","0","1551","1235",".796","466","","17.3","1.3","-2.6","-20.7","5.8","-16.1","-2.5","-9.1"
"Rockies","9882.0","-13","1","2","6","-14","-6","0","18","-3","1554","1245",".801","475","","-20.1","-12.5","0.6","-2.8","-3.3","-18.0","-5.7","-16.0"
"Tigers","9708.0","-4","3","0","-3","-12","-6","-36","9","-53","1552","1211",".780","421","","-15.9","-14.9","-1.5","-9.4","3.7","-22.1","-7.1","-23.1"
"Mets","9942.0","-9","0","-1","4","5","-8","-58","-1","-74","1495","1199",".802","383","","-10.2","-0.3","2.7","-18.0","-2.0","-17.6","-3.1","-27.6"
"Mariners","9870.0","-5","-2","-1","-2","-2","-12","-36","1","-65","1644","1301",".791","463","","-13.9","-8.4","-2.2","-9.9","-11.8","-32.4","-6.8","-35.4"
"Orioles","9786.0","-19","-1","0","4","-17","-12","-43","-1","-89","1497","1219",".814","561","","-31.6","-16.4","1.2","-3.9","-14.4","-33.4","-10.3","-35.4"
"Pirates","9729.0","-7","-2","2","1","-3","-4","-24","5","-31","1455","1138",".782","416","","-18.4","-1.6","0.3","-21.1","-16.6","-39.0","-9.0","-36.0"
