"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"HOU","2294","313","17","8.9%","18.0%",".160",".302",".268",".339",".428",".332","118","-6.4","29.0%","88.3%","39.9%"
"TOR","2136","282","28","8.0%","22.1%",".182",".299",".258",".323",".440",".330","110","-1.8","31.9%","85.8%","41.0%"
"CHW","2193","291","25","10.4%","23.6%",".154",".316",".254",".341",".408",".330","113","5.4","33.2%","84.5%","38.5%"
"CIN","2195","282","13","8.6%","22.4%",".181",".290",".249",".326",".429",".329","106","-7.7","30.4%","84.5%","39.3%"
"BOS","2194","294","23","7.2%","23.8%",".182",".311",".257",".316",".439",".326","106","4.6","35.3%","82.8%","41.1%"
"LAD","2318","313","19","11.2%","23.4%",".166",".290",".238",".337",".404",".325","109","1.7","26.5%","84.4%","40.3%"
"ATL","2125","277","22","9.6%","25.3%",".195",".280",".235",".317",".430",".322","102","0.6","30.7%","82.3%","42.5%"
"SFG","2210","284","24","10.6%","25.9%",".185",".287",".235",".322",".420",".322","106","-6.1","26.5%","82.5%","41.8%"
"MIN","2229","270","19","9.0%","23.6%",".184",".284",".241",".316",".425",".322","106","1.7","30.7%","83.4%","42.6%"
"OAK","2259","265","24","9.6%","23.6%",".178",".277",".233",".316",".411",".317","108","-2.5","27.9%","84.9%","40.6%"
"CHC","2198","269","36","8.9%","25.3%",".172",".289",".236",".315",".408",".315","100","2.8","31.7%","84.4%","40.6%"
"LAA","2163","269","24","7.3%","23.6%",".169",".295",".246",".309",".416",".314","102","-1.6","32.3%","85.0%","36.9%"
"TBR","2362","302","37","10.0%","27.3%",".163",".294",".229",".315",".392",".311","103","1.6","30.7%","79.9%","39.9%"
"WSN","2070","215","25","8.0%","22.9%",".138",".302",".247",".317",".385",".308","93","-1.2","28.6%","85.6%","41.9%"
"BAL","2167","240","19","7.8%","23.2%",".160",".288",".239",".304",".399",".307","97","-2.5","34.5%","83.7%","35.6%"
"SDP","2324","276","63","10.2%","21.5%",".140",".279",".234",".319",".374",".305","96","9.0","26.5%","86.0%","40.3%"
"PHI","2154","245","36","8.7%","27.0%",".149",".304",".237",".311",".386",".305","92","1.7","30.5%","80.8%","38.3%"
"COL","2190","259","31","8.2%","23.3%",".148",".301",".244",".310",".391",".305","78","10.0","32.4%","85.1%","35.2%"
"ARI","2335","261","15","8.8%","24.1%",".151",".291",".235",".309",".386",".305","91","1.0","30.1%","82.0%","36.3%"
"NYY","2218","223","14","10.7%","25.3%",".143",".283",".228",".315",".371",".304","95","-13.0","28.0%","82.1%","42.5%"
"KCR","2079","253","43","7.8%","22.4%",".148",".289",".242",".306",".390",".304","92","7.7","34.3%","84.8%","38.7%"
"STL","2225","254","30","8.1%","23.1%",".160",".275",".231",".302",".391",".301","93","4.1","32.0%","83.8%","38.7%"
"NYM","1886","192","19","8.9%","23.8%",".134",".290",".234",".313",".368",".301","95","-8.9","32.8%","84.5%","37.4%"
"CLE","2049","231","30","8.2%","23.3%",".166",".259",".220",".291",".387",".296","86","-1.0","32.0%","84.1%","40.7%"
"MIL","2183","231","25","9.3%","26.6%",".161",".259",".211",".297",".372",".295","86","3.2","29.7%","83.1%","40.0%"
"TEX","2244","238","39","8.1%","25.7%",".143",".284",".228",".298",".371",".295","89","-4.9","32.1%","80.7%","37.8%"
"DET","2144","217","34","8.4%","28.2%",".141",".294",".225",".295",".367",".292","85","-0.9","33.5%","81.2%","39.2%"
"MIA","2142","222","34","7.9%","26.5%",".137",".293",".229",".297",".366",".290","88","-1.0","33.6%","83.0%","38.3%"
"PIT","2143","206","17","8.4%","23.1%",".120",".285",".229",".300",".349",".287","82","3.4","31.2%","86.1%","32.5%"
"SEA","2165","236","27","8.6%","26.5%",".160",".255",".208",".282",".367",".286","86","0.7","30.3%","81.3%","36.1%"
