"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","185.2","9.45","2.33","0.63",".244","78.1%","2.33","2.85","3.18","0.94"
"NYY","198.2","9.38","3.17","0.68",".282","80.2%","2.72","3.21","3.44","1.17"
"NYM","205.0","10.10","2.90","0.83",".253","76.9%","2.99","3.13","3.17","1.03"
"MIL","203.0","10.37","3.77","0.62",".273","75.4%","3.01","3.07","3.35","1.16"
"SFG","197.1","8.98","2.69","0.50",".312","74.2%","3.06","2.80","3.22","1.22"
"MIN","194.0","8.81","3.02","1.07",".267","80.2%","3.15","3.72","3.61","1.16"
"SEA","193.0","8.81","3.22","1.21",".272","77.8%","3.26","4.08","3.76","1.21"
"MIA","186.0","8.85","3.34","0.82",".273","73.8%","3.29","3.55","3.56","1.18"
"STL","185.0","8.27","3.02","0.83",".283","77.8%","3.31","3.63","3.59","1.19"
"ARI","203.0","6.56","3.46","0.75",".264","71.6%","3.37","4.02","4.51","1.25"
"DET","183.1","7.31","2.70","0.83",".263","66.9%","3.39","3.58","3.99","1.17"
"TBR","193.0","9.51","2.80","0.98",".270","68.0%","3.40","3.48","3.37","1.13"
"SDP","205.0","9.40","3.25","1.10",".262","74.2%","3.51","3.80","3.45","1.15"
"HOU","193.1","8.24","3.12","0.98",".271","74.0%","3.58","3.96","4.02","1.19"
"BOS","203.1","8.94","3.59","1.06",".273","75.4%","3.59","3.99","3.90","1.24"
"LAA","204.0","8.12","3.00","1.06",".243","72.6%","3.66","3.95","3.85","1.11"
"OAK","193.2","8.18","3.25","0.93",".279","72.9%","3.67","3.81","3.70","1.23"
"BAL","191.0","7.68","3.44","0.94",".283","71.7%","3.68","4.03","3.88","1.30"
"TOR","205.1","8.63","2.63","0.88",".293","72.1%","3.68","3.40","3.50","1.21"
"CLE","190.2","8.07","2.64","0.99",".274","68.4%","3.87","3.78","3.90","1.17"
"CHW","185.0","9.54","4.67","0.73",".300","70.9%","3.89","3.71","3.95","1.41"
"PHI","200.0","8.69","3.33","0.81",".294","70.1%","4.10","3.68","3.71","1.27"
"ATL","202.0","9.62","3.83","0.85",".288","68.5%","4.28","3.61","3.73","1.28"
"CHC","189.0","9.24","3.43","1.33",".298","73.7%","4.33","4.18","3.53","1.32"
"COL","194.0","7.10","3.11","0.84",".316","66.6%","4.41","3.86","3.95","1.40"
"TEX","194.0","9.37","3.94","1.48",".274","74.3%","4.45","4.66","3.64","1.31"
"KCR","179.0","7.54","3.62","0.96",".300","69.0%","4.63","4.12","4.20","1.38"
"PIT","193.0","7.83","4.01","1.07",".289","64.3%","4.99","4.37","4.26","1.41"
"WSN","211.0","8.66","4.22","0.94",".322","67.7%","5.08","4.17","4.24","1.49"
"CIN","186.0","8.76","5.03","1.11",".333","65.2%","6.19","4.67","4.68","1.63"
