"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"PHI","1313","172","24","8.0%","23.3%",".175",".305",".256",".319",".431",".331","112","4.0","34.0%","84.5%","42.4%"
"NYY","1275","167","21","10.0%","22.4%",".177",".279",".242",".323",".419",".329","122","0.0","32.5%","84.7%","47.2%"
"LAA","1380","182","22","9.3%","24.4%",".175",".298",".246",".321",".421",".329","120","-4.9","27.1%","83.4%","37.5%"
"COL","1278","160","7","8.0%","20.8%",".149",".309",".260",".326",".409",".327","97","-3.5","32.3%","85.5%","38.3%"
"LAD","1253","174","19","11.1%","21.5%",".158",".287",".240",".328",".399",".325","112","5.1","27.2%","85.5%","41.7%"
"MIL","1303","171","24","8.9%","24.8%",".183",".281",".236",".312",".419",".324","107","3.3","28.9%","84.8%","40.5%"
"SFG","1291","169","20","10.2%","21.1%",".139",".287",".244",".328",".383",".319","109","3.7","29.4%","84.6%","39.4%"
"CLE","1257","157","18","8.3%","19.9%",".149",".294",".251",".317",".401",".319","114","-0.8","31.5%","86.8%","35.1%"
"NYM","1365","160","15","8.9%","20.1%",".131",".300",".251",".329",".382",".319","111","-2.1","32.2%","85.6%","35.8%"
"HOU","1315","151","16","10.0%","21.6%",".179",".260",".229",".309",".408",".319","116","1.1","30.0%","86.8%","41.9%"
"STL","1273","157","29","8.6%","19.2%",".146",".285",".246",".319",".392",".318","109","6.1","35.0%","85.1%","33.9%"
"MIN","1275","137","7","9.0%","23.3%",".153",".288",".238",".315",".391",".316","111","-9.5","30.6%","85.8%","41.6%"
"ATL","1291","146","17","8.8%","25.9%",".169",".278",".228",".302",".397",".311","98","-0.1","34.3%","81.4%","40.8%"
"SEA","1320","139","18","9.7%","22.0%",".140",".282",".235",".317",".375",".311","113","-1.7","31.0%","86.5%","35.5%"
"MIA","1276","141","17","8.4%","24.1%",".146",".290",".236",".309",".382",".310","103","-1.9","34.7%","84.5%","36.8%"
"WSN","1339","150","10","8.0%","19.9%",".114",".303",".253",".318",".367",".307","96","-7.0","33.3%","85.6%","36.7%"
"SDP","1332","160","15","10.4%","22.4%",".136",".277",".228",".316",".364",".305","100","-1.3","30.6%","86.3%","36.9%"
"TBR","1284","146","29","8.0%","23.8%",".141",".290",".234",".301",".375",".302","107","0.3","31.1%","82.4%","39.1%"
"CHC","1210","130","10","8.9%","24.6%",".129",".295",".232",".309",".361",".301","92","-2.5","31.9%","84.2%","41.4%"
"TOR","1274","130","15","7.1%","22.7%",".146",".276",".233",".296",".379",".300","96","4.5","33.3%","84.5%","43.8%"
"PIT","1234","119","11","9.2%","24.1%",".127",".285",".228",".300",".355",".295","90","-2.9","29.4%","86.9%","38.3%"
"BAL","1304","114","20","8.0%","24.5%",".116",".291",".228",".302",".344",".292","93","2.4","34.3%","83.4%","40.0%"
"ARI","1273","124","16","10.1%","25.1%",".150",".250",".204",".291",".354",".291","84","5.8","28.6%","85.3%","37.6%"
"CIN","1267","141","14","8.4%","25.1%",".135",".271",".216",".291",".350",".289","81","-5.4","32.8%","85.1%","36.0%"
"BOS","1276","126","7","6.7%","22.0%",".119",".288",".235",".290",".354",".287","86","-0.4","34.9%","83.4%","39.1%"
"CHW","1195","117","18","6.2%","19.9%",".126",".262",".227",".283",".353",".285","90","4.6","35.0%","85.1%","42.9%"
"KCR","1185","118","19","7.8%","19.2%",".112",".263",".224",".289",".336",".281","85","2.3","32.9%","84.5%","37.1%"
"TEX","1199","131","24","7.9%","21.6%",".129",".250",".215",".281",".344",".281","88","10.4","30.9%","83.2%","39.5%"
"DET","1249","100","5","7.9%","23.2%",".092",".287",".225",".292",".317",".276","83","-7.9","33.7%","84.9%","34.7%"
"OAK","1311","122","24","7.9%","24.6%",".109",".254",".200",".270",".309",".262","77","-0.8","32.8%","84.8%","36.4%"
