"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAA","63.2","6.08","2.97","0.42",".181","83.3%","1.55","3.45","4.01","0.86"
"HOU","53.0","8.66","3.06","0.34",".297","77.2%","2.72","2.75","3.69","1.21"
"DET","72.0","8.13","3.63","0.63",".242","78.4%","2.75","3.49","3.91","1.10"
"CHC","52.0","8.48","2.42","0.52",".325","79.0%","2.77","3.01","3.59","1.27"
"OAK","81.0","7.00","2.56","0.56",".262","75.6%","2.89","3.31","3.94","1.11"
"NYY","62.1","9.53","2.74","0.72",".274","75.0%","3.32","3.04","3.26","1.11"
"TOR","41.1","8.71","2.61","0.87",".250","65.2%","3.70","3.52","3.54","1.06"
"STL","54.0","7.00","2.83","1.33",".253","79.2%","3.83","4.64","4.17","1.19"
"PIT","63.0","7.29","3.71","0.86",".251","71.8%","3.86","4.01","4.52","1.22"
"BOS","43.1","7.48","2.49","1.45",".203","70.2%","3.95","4.44","3.85","0.99"
"CIN","61.0","8.56","3.98","1.33",".245","77.3%","3.98","4.55","4.03","1.21"
"TEX","62.0","8.85","3.48","0.44",".289","62.0%","4.06","2.98","3.66","1.27"
"BAL","59.0","7.78","2.59","1.22",".292","74.1%","4.12","4.21","3.92","1.22"
"MIA","52.0","9.87","3.29","1.73",".265","73.6%","4.15","4.68","3.46","1.23"
"NYM","53.0","7.98","2.72","1.19",".308","75.6%","4.25","4.24","3.93","1.26"
"PHI","62.2","9.91","4.02","0.72",".320","70.2%","4.31","3.47","3.65","1.39"
"SFG","52.0","7.27","2.77","0.87",".325","67.6%","4.33","3.78","4.04","1.40"
"MIN","55.0","7.85","4.42","1.31",".280","68.8%","4.42","4.78","4.69","1.45"
"ARI","54.0","9.00","2.33","1.33",".288","70.6%","4.50","3.86","3.20","1.19"
"WSN","54.0","7.50","3.50","1.67",".276","73.0%","4.67","5.18","4.05","1.37"
"SDP","55.0","11.29","2.62","1.15",".355","66.5%","4.75","3.34","2.92","1.31"
"SEA","53.0","10.19","2.72","1.36",".300","66.3%","4.75","3.76","3.37","1.25"
"ATL","47.0","10.34","3.64","0.77",".313","49.7%","5.17","3.13","3.58","1.36"
"CLE","45.0","6.60","3.40","2.00",".252","68.0%","5.20","5.86","4.72","1.36"
"LAD","62.0","7.40","3.77","1.89",".314","68.8%","5.23","5.59","4.72","1.58"
"TBR","53.0","7.64","1.87","1.87",".275","66.5%","5.43","4.78","3.73","1.21"
"MIL","51.0","10.41","3.71","1.59",".331","56.6%","5.65","4.44","3.37","1.49"
"KCR","59.0","7.02","3.97","1.53",".293","61.0%","5.95","5.17","4.67","1.51"
"CHW","56.0","8.20","4.34","2.09",".291","60.5%","6.27","5.75","4.33","1.54"
"COL","51.0","7.24","4.59","1.59",".335","53.5%","7.41","5.44","4.66","1.78"
