"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"NYY","595.1","9.16","2.49","0.82",".265","79.1%","2.86","3.23","3.46","1.06"
"LAD","578.1","9.13","2.63","0.90",".263","77.2%","2.91","3.44","3.65","1.08"
"HOU","582.1","8.58","2.84","0.85",".268","75.4%","3.04","3.56","3.88","1.13"
"TBR","588.1","8.66","2.52","1.06",".266","73.8%","3.15","3.71","3.74","1.11"
"SDP","609.2","8.86","3.04","0.93",".272","73.7%","3.51","3.65","3.72","1.16"
"CLE","549.0","8.43","2.89","1.08",".272","73.2%","3.57","3.92","3.98","1.18"
"ATL","597.1","9.52","3.41","0.77",".292","71.1%","3.65","3.39","3.69","1.23"
"BOS","599.1","8.65","2.96","1.11",".271","73.7%","3.65","3.94","3.93","1.18"
"MIL","600.1","9.46","3.25","1.05",".289","72.5%","3.69","3.74","3.59","1.25"
"LAA","609.1","8.02","3.15","1.06",".265","72.7%","3.80","4.05","4.07","1.20"
"STL","602.2","7.39","3.24","0.99",".282","75.0%","3.84","4.14","4.16","1.28"
"MIN","599.0","8.37","2.97","1.20",".279","74.9%","3.85","4.09","4.02","1.24"
"NYM","603.2","9.51","2.97","1.03",".295","73.2%","3.86","3.63","3.61","1.22"
"SFG","578.2","8.40","2.71","0.84",".303","70.4%","3.89","3.46","3.63","1.26"
"SEA","599.2","8.49","2.96","1.34",".277","75.0%","3.90","4.27","4.04","1.23"
"MIA","562.0","8.86","3.38","1.10",".284","73.2%","3.91","4.04","3.90","1.26"
"PHI","607.0","9.00","3.17","0.90",".298","70.6%","3.91","3.66","3.78","1.27"
"TOR","585.1","8.43","2.58","1.09",".289","72.2%","3.95","3.84","3.83","1.21"
"DET","579.0","8.02","3.05","1.06",".281","70.8%","4.01","3.97","4.10","1.24"
"TEX","587.2","8.47","3.55","0.98",".287","71.4%","4.06","4.00","3.96","1.30"
"CHW","574.0","9.36","3.89","1.10",".304","70.5%","4.14","4.01","3.96","1.37"
"ARI","600.2","7.33","3.13","1.14",".290","71.1%","4.24","4.33","4.40","1.33"
"BAL","603.1","7.16","2.94","1.13",".302","71.6%","4.27","4.30","4.25","1.35"
"OAK","596.1","7.68","3.29","1.06",".294","71.1%","4.35","4.20","4.27","1.34"
"PIT","568.0","8.19","3.80","1.16",".290","68.7%","4.50","4.39","4.32","1.39"
"CHC","589.0","8.71","3.42","1.42",".297","69.0%","4.84","4.50","3.97","1.36"
"COL","595.0","7.32","3.28","1.00",".317","65.6%","4.90","4.16","4.29","1.44"
"KCR","569.0","7.29","4.08","1.09",".302","69.2%","4.97","4.58","4.66","1.48"
"CIN","573.2","9.05","4.05","1.38",".294","68.4%","5.24","4.65","4.38","1.40"
"WSN","615.0","7.80","3.92","1.39",".310","68.0%","5.28","4.88","4.50","1.51"
