"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"SEA","61.2","9.34","3.36","0.88",".280","82.2%","2.34","3.67","4.19","1.22"
"NYY","65.0","10.11","2.35","1.11",".289","82.8%","2.49","3.45","3.76","1.09"
"LAD","46.0","11.35","3.33","1.17",".299","81.5%","2.93","3.45","3.41","1.20"
"DET","52.0","7.62","1.90","1.21",".347","83.1%","2.94","3.86","4.12","1.46"
"SDP","45.0","10.60","2.80","0.60",".292","74.2%","3.00","2.75","3.30","1.07"
"SFG","66.0","8.18","3.00","0.82",".258","71.0%","3.14","3.58","4.36","1.14"
"ATL","54.0","8.17","2.50","0.50",".295","74.4%","3.17","3.13","4.15","1.15"
"TOR","70.0","8.87","2.44","0.64",".315","75.0%","3.21","2.94","4.01","1.24"
"LAA","61.0","8.56","2.07","0.59",".285","71.9%","3.25","3.01","4.36","1.10"
"MIL","58.0","8.84","3.72","0.78",".263","69.7%","3.26","3.67","4.29","1.22"
"OAK","48.0","8.44","1.88","0.56",".289","69.7%","3.38","2.79","3.68","1.08"
"PHI","63.0","8.29","3.14","1.71",".198","84.3%","3.43","4.99","4.12","1.05"
"CHW","55.0","11.45","2.62","1.15",".271","74.7%","3.44","3.15","3.30","1.05"
"HOU","55.0","9.98","3.27","1.31",".271","78.2%","3.44","4.10","3.56","1.22"
"CIN","54.0","9.67","3.17","0.83",".321","77.8%","3.50","3.34","3.58","1.28"
"CLE","61.0","7.82","2.21","0.89",".264","67.7%","3.98","3.55","4.59","1.10"
"KCR","51.0","9.53","4.41","1.41",".278","78.9%","4.24","4.80","4.29","1.33"
"MIN","54.0","9.00","3.00","1.67",".297","77.2%","4.33","4.58","4.11","1.31"
"NYM","57.0","8.05","1.42","1.89",".261","73.2%","4.42","4.80","3.99","1.09"
"COL","54.0","10.33","2.50","0.67",".351","65.7%","4.67","2.67","3.61","1.31"
"TBR","54.0","8.17","2.50","1.33",".319","71.4%","4.83","4.28","4.46","1.37"
"ARI","63.0","8.57","3.57","1.43",".282","68.1%","5.00","4.61","4.66","1.33"
"STL","54.0","6.33","3.33","1.00",".261","64.5%","5.00","4.54","4.87","1.26"
"WSN","61.0","7.67","3.25","1.62",".277","60.9%","5.31","4.99","4.77","1.38"
"TEX","62.0","7.40","3.48","1.02",".315","62.5%","5.37","4.35","4.68","1.44"
"BOS","55.0","10.80","3.27","1.15",".358","64.2%","5.56","3.62","4.07","1.47"
"PIT","58.0","8.38","4.34","1.86",".297","61.7%","6.36","5.65","5.16","1.53"
"CHC","53.0","8.49","2.55","2.38",".348","66.3%","6.62","5.74","3.94","1.57"
"MIA","60.0","6.90","4.65","1.95",".309","67.5%","6.90","6.35","5.61","1.72"
"BAL","52.0","7.10","4.67","1.90",".322","50.3%","9.00","6.02","5.72","1.79"
