"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"TOR","4099","571","52","8.0%","21.2%",".193",".302",".265",".328",".458",".337","113","-3.1","31.5%","86.6%","41.3%"
"HOU","4331","604","42","9.2%","19.7%",".174",".302",".266",".338",".440",".335","118","-6.5","29.1%","87.9%","40.3%"
"CIN","4316","563","25","9.2%","23.3%",".177",".305",".254",".335",".430",".332","104","-11.9","30.8%","85.2%","38.3%"
"LAD","4361","583","40","10.1%","22.7%",".178",".292",".246",".335",".424",".329","109","3.6","27.6%","84.9%","39.9%"
"SFG","4265","549","47","9.9%","24.6%",".191",".293",".244",".326",".436",".328","106","-7.5","27.9%","84.0%","38.9%"
"CHW","4167","554","47","9.9%","23.6%",".166",".305",".249",".332",".415",".326","109","3.7","33.0%","84.9%","39.2%"
"BOS","4258","551","33","7.7%","23.2%",".178",".308",".257",".320",".435",".325","103","0.7","34.7%","83.1%","42.0%"
"WSN","4145","491","45","8.4%","21.9%",".161",".307",".257",".330",".418",".324","99","-14.2","29.1%","85.7%","40.0%"
"ATL","4207","543","46","9.5%","24.2%",".185",".290",".243",".322",".427",".322","99","5.2","31.3%","82.9%","40.7%"
"MIN","4234","519","37","8.8%","22.7%",".184",".284",".244",".317",".428",".322","104","-2.6","31.2%","84.3%","41.4%"
"SDP","4295","545","93","10.1%","22.1%",".164",".292",".247",".329",".411",".321","102","0.2","27.4%","85.8%","41.0%"
"LAA","4172","518","45","7.2%","23.2%",".173",".302",".253",".314",".426",".319","103","0.0","33.4%","85.3%","35.7%"
"PHI","4205","518","62","9.3%","23.7%",".168",".294",".243",".320",".411",".317","96","6.7","30.8%","83.2%","37.7%"
"COL","4168","514","62","8.2%","22.2%",".163",".300",".251",".318",".414",".316","82","17.6","32.7%","85.5%","36.0%"
"TBR","4298","570","63","9.7%","26.0%",".177",".291",".235",".317",".412",".316","105","7.8","30.4%","80.8%","39.7%"
"NYY","4164","462","39","10.7%","24.3%",".156",".287",".236",".324",".392",".314","100","-10.0","28.6%","83.0%","41.8%"
"OAK","4198","497","55","9.0%","22.9%",".169",".278",".235",".315",".404",".313","103","4.1","29.3%","85.0%","40.0%"
"DET","4187","498","63","8.6%","26.0%",".157",".301",".241",".309",".397",".307","93","1.0","32.5%","82.7%","38.1%"
"MIL","4237","506","58","9.9%","25.0%",".161",".278",".227",".315",".388",".307","90","7.3","29.7%","83.6%","38.5%"
"BAL","4062","458","37","7.6%","23.6%",".162",".287",".239",".303",".401",".305","94","-1.9","34.0%","83.7%","36.3%"
"CHC","4150","474","58","8.5%","26.4%",".166",".281",".227",".305",".393",".304","89","-3.9","31.7%","83.7%","39.2%"
"NYM","3955","416","28","9.0%","23.8%",".147",".284",".233",".312",".380",".304","93","-16.0","32.6%","84.3%","37.7%"
"STL","4090","445","58","8.1%","22.2%",".153",".279",".236",".307",".389",".302","90","4.3","31.1%","84.4%","37.7%"
"CLE","3953","468","60","7.4%","23.5%",".168",".276",".233",".298",".401",".302","89","6.0","32.6%","83.6%","39.4%"
"KCR","4023","451","73","7.2%","22.1%",".148",".286",".241",".301",".388",".299","87","5.4","34.2%","85.4%","39.0%"
"ARI","4287","464","32","9.1%","24.0%",".141",".290",".232",".308",".373",".298","83","2.4","30.5%","84.7%","35.8%"
"SEA","4131","474","49","8.8%","26.1%",".158",".271",".221",".298",".380",".297","91","0.5","30.6%","83.1%","36.3%"
"MIA","4142","441","77","7.8%","25.9%",".140",".299",".236",".302",".376",".296","88","3.6","33.3%","83.9%","37.3%"
"PIT","4148","405","36","8.5%","22.0%",".127",".288",".236",".307",".363",".294","83","1.7","30.4%","87.1%","33.0%"
"TEX","4089","420","64","7.8%","24.2%",".146",".269",".222",".291",".368",".288","82","-4.0","32.1%","82.6%","36.1%"
