"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"HOU","44.0","10.23","3.07","0.41",".269","90.9%","1.43","2.73","3.75","1.05"
"LAD","55.0","11.13","4.09","0.33",".248","80.1%","1.96","2.55","3.91","1.07"
"STL","54.0","7.50","1.83","0.83",".236","86.0%","2.00","3.33","3.97","0.93"
"SEA","55.0","7.69","1.64","1.31",".243","80.8%","2.95","4.02","4.23","1.00"
"SFG","54.0","9.17","2.83","0.50",".285","74.4%","3.00","2.87","3.72","1.13"
"OAK","53.0","5.94","3.23","0.85",".242","69.1%","3.57","4.22","5.00","1.15"
"MIL","54.0","12.33","2.50","0.67",".360","71.9%","3.67","2.35","2.73","1.28"
"MIN","54.0","8.00","2.67","2.00",".238","76.3%","4.00","5.24","4.62","1.17"
"DET","54.0","8.17","3.17","1.67",".308","73.1%","4.00","5.00","4.20","1.44"
"TEX","53.1","7.09","2.70","2.03",".279","81.9%","4.05","5.54","4.92","1.33"
"CHW","53.0","12.06","4.58","2.04",".239","82.4%","4.08","5.14","3.91","1.25"
"TOR","56.2","7.94","4.45","0.95",".266","70.4%","4.13","4.38","4.92","1.34"
"PHI","54.0","9.83","3.67","1.67",".279","76.7%","4.17","4.85","4.28","1.30"
"NYY","55.1","7.64","3.58","1.46",".301","70.6%","4.23","4.90","4.77","1.45"
"ARI","52.2","7.01","3.42","1.54",".286","74.5%","4.27","4.99","4.65","1.39"
"ATL","56.0","10.61","3.54","1.29",".315","73.7%","4.34","4.07","3.68","1.34"
"PIT","50.0","7.56","3.78","1.44",".308","74.8%","4.50","4.90","5.20","1.46"
"BOS","54.0","11.67","3.67","1.50",".310","72.4%","4.50","4.03","3.74","1.31"
"CIN","61.2","9.63","4.67","1.31",".256","70.0%","4.67","4.59","4.54","1.33"
"COL","49.0","9.55","3.12","0.37",".375","66.0%","4.96","2.88","4.52","1.49"
"MIA","52.0","9.35","2.60","1.04",".345","69.1%","5.02","3.64","4.06","1.38"
"LAA","59.0","7.63","3.36","1.37",".288","70.2%","5.03","4.64","4.70","1.36"
"NYM","52.0","9.69","4.33","1.38",".304","65.3%","5.37","4.64","4.49","1.42"
"CLE","63.0","8.29","3.43","1.14",".283","62.5%","5.43","4.47","4.68","1.29"
"KCR","56.0","9.16","3.70","1.29",".338","62.3%","5.46","4.29","4.43","1.50"
"SDP","60.0","10.65","3.30","1.35",".405","70.1%","5.85","3.96","3.61","1.65"
"WSN","47.1","6.46","1.90","2.66",".329","66.8%","7.23","6.35","4.98","1.61"
"TBR","51.1","9.29","5.26","1.40",".358","58.5%","7.54","5.13","5.42","1.77"
"BAL","51.0","6.71","4.41","2.47",".342","60.2%","8.82","6.85","5.51","1.84"
"CHC","56.0","9.00","2.89","2.41",".374","53.0%","8.84","5.84","4.23","1.79"
