"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","1051.1","10.16","3.15","1.06",".266","76.1%","3.13","3.63","3.74","1.13"
"SFG","1053.2","8.79","2.67","1.00",".267","74.2%","3.32","3.69","3.95","1.12"
"MIL","1057.0","10.16","3.40","0.99",".274","75.4%","3.35","3.65","3.72","1.17"
"OAK","1048.2","8.41","2.69","1.05",".283","74.4%","3.64","3.84","4.29","1.20"
"HOU","1042.0","9.29","3.38","1.19",".270","75.9%","3.64","4.11","4.13","1.21"
"CHW","1021.1","10.41","3.13","1.26",".282","75.4%","3.65","3.84","3.84","1.19"
"SDP","1064.2","9.72","3.18","1.15",".292","75.7%","3.68","3.93","3.92","1.24"
"NYY","1038.0","9.62","3.03","1.15",".279","72.9%","3.72","3.84","4.04","1.18"
"NYM","988.2","9.59","3.13","1.20",".286","73.6%","3.78","3.98","3.91","1.22"
"TBR","1060.1","9.40","2.87","1.13",".286","72.3%","3.79","3.80","3.96","1.19"
"MIA","1033.0","8.73","3.28","0.98",".285","72.4%","3.79","3.93","4.21","1.25"
"TOR","1008.1","9.35","3.21","1.32",".284","75.5%","3.88","4.21","4.13","1.26"
"ATL","1033.0","9.17","3.42","1.13",".293","73.1%","4.09","4.07","4.16","1.30"
"STL","1022.1","7.88","4.16","0.92",".272","72.3%","4.15","4.37","4.80","1.33"
"BOS","1048.1","9.66","3.46","1.11",".324","72.2%","4.29","3.95","4.08","1.38"
"SEA","1047.1","8.43","3.12","1.20",".289","70.9%","4.32","4.24","4.40","1.28"
"PHI","1031.1","9.30","3.24","1.37",".295","71.9%","4.41","4.33","4.06","1.30"
"DET","1042.0","8.12","3.51","1.35",".290","71.5%","4.47","4.68","4.59","1.36"
"CIN","1061.2","9.66","4.14","1.31",".294","72.4%","4.48","4.45","4.31","1.38"
"CLE","1007.1","9.33","3.53","1.38",".285","71.6%","4.53","4.41","4.24","1.30"
"CHC","1046.1","8.89","3.78","1.46",".291","72.8%","4.57","4.78","4.34","1.38"
"WSN","1008.1","8.62","3.25","1.52",".282","70.7%","4.61","4.68","4.44","1.31"
"LAA","1043.2","9.45","3.79","1.22",".299","69.3%","4.70","4.26","4.20","1.36"
"COL","1016.0","8.34","3.48","1.20",".302","69.5%","4.72","4.36","4.33","1.37"
"TEX","1036.1","7.98","3.20","1.46",".293","70.9%","4.72","4.70","4.49","1.35"
"MIN","1032.0","8.45","3.03","1.53",".293","67.9%","4.90","4.64","4.38","1.33"
"KCR","1007.0","8.91","3.98","1.29",".306","70.2%","4.94","4.52","4.52","1.43"
"PIT","1012.1","8.51","3.88","1.34",".298","68.9%","5.08","4.69","4.65","1.41"
"ARI","1037.2","8.05","3.47","1.49",".306","67.6%","5.34","4.88","4.77","1.45"
"BAL","1002.1","8.39","3.73","1.57",".312","67.1%","5.79","4.98","4.78","1.50"
