"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"PIT","54.0","7.33","3.67","0.67",".300","81.9%","1.83","3.69","3.98","1.37"
"LAD","62.0","7.84","2.32","0.15",".297","82.4%","1.89","2.57","3.67","1.11"
"TBR","54.0","9.33","2.17","0.83",".256","80.4%","2.17","3.04","3.19","0.96"
"MIL","61.2","7.15","2.92","0.58",".254","78.0%","2.19","3.41","4.09","1.14"
"SDP","56.0","9.64","3.38","0.64",".229","77.8%","2.73","3.15","3.28","0.98"
"NYY","63.0","8.86","1.71","0.71",".213","68.9%","2.86","2.82","3.32","0.81"
"CLE","50.1","8.05","2.32","0.72",".279","78.2%","3.04","3.28","3.77","1.11"
"HOU","52.0","8.48","2.94","1.21",".275","77.3%","3.29","4.16","4.02","1.25"
"SEA","54.0","7.83","2.00","1.00",".304","80.2%","3.33","3.56","3.75","1.22"
"TEX","52.2","8.20","2.91","0.68",".314","73.4%","3.42","3.38","3.62","1.31"
"MIN","64.0","8.86","3.23","0.84",".303","74.7%","3.52","3.61","3.94","1.30"
"DET","53.1","8.10","2.70","0.51",".292","72.4%","3.54","3.02","3.66","1.20"
"TOR","54.2","9.71","2.63","1.48",".322","74.1%","4.28","4.16","3.56","1.34"
"STL","55.0","6.71","3.93","1.80",".267","80.5%","4.42","5.61","4.64","1.44"
"ATL","63.0","8.71","4.29","1.14",".285","74.9%","4.43","4.42","4.20","1.38"
"BOS","62.0","6.68","3.63","1.16",".268","68.2%","4.50","4.59","4.45","1.32"
"MIA","41.0","10.32","1.98","1.76",".297","70.7%","4.83","4.11","3.08","1.15"
"PHI","59.1","10.92","3.64","1.06",".390","66.1%","4.85","3.61","3.28","1.57"
"WSN","63.0","7.29","3.86","0.86",".311","67.7%","5.00","4.18","4.50","1.49"
"CIN","63.0","9.14","3.43","1.29",".295","71.1%","5.00","4.39","4.29","1.33"
"BAL","61.1","7.19","2.93","1.91",".317","72.7%","5.43","5.52","4.20","1.52"
"CHC","54.1","7.29","3.64","1.33",".297","61.0%","5.80","4.70","4.41","1.45"
"LAA","54.0","8.00","3.50","1.33",".312","61.4%","5.83","4.45","3.85","1.44"
"ARI","54.0","5.83","3.33","1.83",".322","70.2%","5.83","5.66","4.90","1.61"
"OAK","62.0","7.98","3.63","1.45",".317","65.9%","5.95","4.86","4.64","1.48"
"NYM","53.2","9.06","4.02","1.84",".301","67.6%","6.20","5.30","4.10","1.47"
"COL","59.0","7.78","4.42","1.07",".315","63.4%","6.25","4.58","4.86","1.56"
"SFG","52.0","8.13","2.60","1.38",".344","58.1%","6.75","4.31","3.63","1.50"
"CHW","48.0","8.81","5.06","1.31",".363","58.3%","6.75","4.76","4.33","1.81"
"KCR","50.0","8.64","5.04","2.16",".361","72.3%","7.02","6.08","4.64","1.92"
