"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"NYM","64.0","11.81","2.39","0.84",".298","88.5%","1.83","2.55","2.49","1.02"
"TOR","55.0","9.98","0.82","0.98",".271","81.3%","2.13","2.69","2.85","0.85"
"CLE","63.0","8.57","1.29","0.71",".247","76.5%","2.14","2.81","3.10","0.87"
"SFG","64.0","8.72","3.80","0.42",".311","80.0%","2.25","3.14","3.84","1.34"
"SEA","55.0","9.16","2.78","0.82",".303","83.1%","2.78","3.24","3.63","1.18"
"CHW","69.0","8.61","2.61","0.52",".302","78.1%","2.87","2.95","3.73","1.19"
"LAD","44.0","7.77","1.64","1.02",".252","78.4%","3.07","3.41","3.49","1.00"
"KCR","70.0","7.46","2.44","0.51",".329","71.1%","3.09","3.10","3.67","1.36"
"HOU","54.0","12.67","3.17","0.33",".333","69.0%","3.17","2.00","2.79","1.20"
"PHI","51.0","9.71","1.59","0.88",".321","75.5%","3.35","2.76","2.86","1.10"
"CHC","57.0","7.42","3.95","0.79",".287","73.3%","3.47","4.18","4.53","1.35"
"STL","54.0","7.33","3.50","1.00",".299","77.6%","3.50","4.37","4.17","1.35"
"MIA","66.0","9.82","3.14","0.95",".311","73.1%","3.55","3.54","3.56","1.23"
"NYY","58.0","9.93","1.71","1.24",".264","72.3%","3.57","3.47","3.02","0.98"
"TBR","65.0","8.31","1.66","0.97",".276","71.4%","3.60","3.36","3.72","1.03"
"BAL","45.0","9.20","2.40","1.20",".299","77.7%","3.60","3.80","3.39","1.18"
"PIT","62.2","7.18","3.02","0.29",".314","68.5%","3.73","3.18","4.00","1.29"
"COL","63.0","6.43","3.57","0.71",".315","73.3%","4.00","3.95","4.43","1.46"
"ATL","62.0","8.42","3.19","1.16",".276","72.3%","4.21","4.08","4.15","1.24"
"LAA","46.0","10.17","4.70","0.98",".284","66.7%","4.30","3.96","4.16","1.35"
"OAK","54.0","7.83","3.50","1.17",".223","58.6%","4.50","4.22","4.14","1.13"
"WSN","54.0","9.00","2.17","2.17",".248","74.2%","4.67","5.13","3.71","1.13"
"MIL","51.1","8.42","4.03","1.40",".277","74.5%","4.73","5.02","4.97","1.36"
"ARI","50.1","6.97","2.68","1.43",".298","68.0%","5.01","4.64","4.53","1.35"
"SDP","60.0","8.55","3.75","1.05",".328","67.7%","5.40","4.13","4.17","1.52"
"CIN","44.1","10.35","6.29","1.42",".301","64.5%","5.48","5.37","5.19","1.62"
"TEX","67.0","8.87","3.49","1.48",".312","63.1%","5.51","4.66","4.02","1.43"
"DET","57.0","6.00","3.00","0.95",".332","63.1%","6.00","4.41","5.00","1.56"
"MIN","54.0","7.50","3.00","1.83",".303","63.5%","6.00","5.15","4.54","1.46"
"BOS","59.0","8.54","4.42","1.22",".345","56.4%","7.02","4.91","4.38","1.66"
