"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"NYY","3523","497","63","10.4%","21.9%",".199",".275",".246",".331",".445",".337","121","-1.9","30.7%","84.3%","43.4%"
"LAD","3456","462","58","10.1%","21.8%",".182",".299",".255",".333",".437",".335","119","11.6","28.6%","84.8%","41.8%"
"TOR","3512","428","36","7.8%","20.6%",".171",".303",".262",".326",".433",".331","112","-0.9","31.4%","85.3%","44.3%"
"ATL","3538","446","54","7.7%","24.8%",".196",".294",".248",".313",".444",".328","109","5.1","34.9%","82.3%","43.8%"
"MIN","3545","421","14","8.8%","21.7%",".167",".295",".252",".323",".419",".325","112","-11.3","31.3%","86.4%","42.7%"
"HOU","3400","403","45","9.6%","20.1%",".182",".267",".239",".318",".421",".323","113","-9.4","31.3%","86.9%","39.7%"
"COL","3532","427","25","7.8%","20.3%",".145",".312",".262",".325",".408",".321","93","-6.4","33.6%","87.7%","36.6%"
"SFG","3456","437","43","9.8%","22.9%",".165",".282",".238",".322",".403",".318","107","3.0","29.1%","84.3%","38.5%"
"PHI","3458","431","56","8.2%","22.6%",".171",".288",".246",".311",".417",".317","102","6.8","34.0%","85.6%","41.0%"
"BOS","3563","430","36","7.6%","21.4%",".155",".306",".256",".318",".410",".317","102","-0.8","34.1%","84.5%","40.8%"
"STL","3568","431","62","8.3%","20.5%",".152",".294",".251",".320",".403",".317","108","6.5","34.5%","86.2%","34.8%"
"NYM","3546","437","33","8.1%","20.0%",".144",".295",".252",".324",".397",".317","110","-0.5","32.6%","86.3%","36.9%"
"MIL","3492","417","59","9.1%","23.5%",".172",".278",".235",".314",".407",".316","102","0.0","29.2%","85.3%","39.1%"
"SEA","3525","385","50","9.5%","22.7%",".153",".284",".236",".319",".390",".313","108","-5.9","30.0%","86.3%","35.7%"
"CHC","3509","386","63","8.7%","23.4%",".146",".301",".244",".319",".390",".312","99","-0.9","31.8%","83.6%","37.8%"
"CLE","3386","391","54","7.8%","18.6%",".135",".289",".249",".314",".384",".306","99","2.3","32.8%","88.0%","34.6%"
"CHW","3510","406","36","6.3%","20.5%",".128",".306",".257",".311",".385",".306","99","2.1","35.9%","86.0%","39.5%"
"WSN","3508","364","35","8.3%","19.1%",".127",".292",".248",".316",".375",".305","94","-18.9","33.8%","85.7%","35.3%"
"TEX","3365","406","74","7.6%","23.3%",".160",".281",".239",".299",".399",".305","99","13.5","33.0%","83.0%","39.7%"
"SDP","3583","408","30","9.1%","21.4%",".133",".291",".241",".316",".374",".304","98","4.2","31.5%","86.2%","35.5%"
"TBR","3416","388","59","8.0%","23.7%",".144",".297",".240",".307",".384",".304","103","-0.5","32.2%","83.7%","38.9%"
"CIN","3362","390","42","7.5%","23.8%",".137",".297",".240",".309",".377",".303","89","-8.2","33.2%","85.7%","36.4%"
"BAL","3460","386","56","7.4%","23.5%",".154",".283",".233",".301",".387",".302","94","6.9","35.2%","85.0%","39.2%"
"KCR","3430","359","54","7.9%","20.6%",".134",".290",".244",".308",".378",".302","94","-1.5","32.6%","85.8%","37.5%"
"ARI","3425","383","37","9.5%","23.0%",".160",".264",".223",".302",".383",".301","91","14.9","28.5%","85.9%","36.5%"
"MIA","3379","371","75","7.5%","23.6%",".142",".289",".237",".302",".379",".300","96","1.7","34.3%","85.5%","37.5%"
"LAA","3392","363","51","8.3%","26.5%",".152",".290",".230",".300",".381",".299","93","-0.8","29.6%","82.7%","38.1%"
"PIT","3385","340","40","8.2%","25.4%",".148",".275",".222",".290",".370",".291","87","-2.2","31.1%","86.8%","38.1%"
"DET","3291","288","25","6.7%","23.5%",".104",".288",".229",".286",".333",".275","77","-8.8","35.4%","85.3%","35.9%"
"OAK","3331","306","54","6.8%","23.6%",".120",".259",".211",".272",".331",".267","75","0.7","33.7%","84.7%","34.8%"
