"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","61.0","9.30","1.48","0.59",".237","83.0%","1.92","2.64","3.42","0.84"
"MIL","54.0","9.83","3.00","1.17",".206","77.7%","2.33","3.66","3.23","0.94"
"MIN","64.0","8.72","2.67","0.98",".275","85.7%","2.53","3.58","4.22","1.14"
"CIN","51.0","9.71","1.06","1.76",".224","76.7%","3.35","3.91","3.07","0.86"
"STL","63.0","6.14","1.86","1.43",".193","74.4%","3.43","4.48","4.54","0.90"
"NYM","62.0","9.44","2.61","1.31",".320","75.6%","3.48","3.92","3.53","1.32"
"SFG","54.0","8.67","2.00","1.00",".297","75.5%","3.50","3.46","3.73","1.15"
"CHW","53.0","9.51","3.06","0.51",".295","66.3%","3.57","2.86","3.84","1.17"
"MIA","53.0","9.85","3.40","1.19",".246","69.4%","3.74","4.16","4.12","1.13"
"HOU","55.0","8.84","4.75","0.98",".281","77.3%","3.76","4.25","4.32","1.38"
"TOR","67.0","9.81","2.69","2.01",".289","82.1%","3.90","4.92","3.77","1.27"
"ATL","55.0","8.84","3.60","1.47",".255","77.4%","4.09","4.69","4.25","1.25"
"OAK","54.0","8.83","2.17","0.50",".354","70.6%","4.17","2.76","3.94","1.35"
"KCR","62.0","8.13","2.61","1.74",".235","68.8%","4.21","4.84","4.59","1.13"
"TEX","53.0","5.94","2.04","1.19",".252","70.3%","4.25","4.35","4.82","1.11"
"BOS","54.2","9.22","3.29","1.81",".320","66.6%","4.28","4.99","4.30","1.46"
"PIT","54.0","7.00","4.17","1.00",".299","75.1%","4.33","4.50","4.44","1.44"
"DET","54.0","7.67","4.00","0.67",".317","70.3%","4.50","3.81","4.50","1.48"
"LAA","51.0","8.29","4.59","0.18",".336","67.8%","4.59","3.34","4.79","1.51"
"ARI","44.0","6.75","2.66","1.64",".214","68.8%","4.70","4.98","4.96","1.09"
"WSN","61.1","7.78","4.55","1.91",".276","76.2%","4.84","5.80","5.05","1.48"
"CLE","63.0","7.43","2.86","2.00",".260","73.7%","4.86","5.40","4.72","1.29"
"PHI","61.0","11.21","2.80","1.48",".346","70.4%","5.02","3.84","3.60","1.36"
"SEA","53.0","9.00","3.40","1.70",".329","65.7%","5.09","4.75","4.88","1.53"
"SDP","42.0","9.86","3.21","1.71",".214","63.5%","5.36","4.88","4.35","1.05"
"CHC","55.0","7.04","4.09","1.31",".302","67.3%","5.73","5.02","4.97","1.47"
"TBR","54.2","8.40","3.29","1.81",".315","65.1%","5.76","5.07","4.73","1.50"
"NYY","61.0","9.15","5.75","2.51",".293","70.4%","5.90","6.87","5.55","1.72"
"COL","62.0","8.56","4.21","1.74",".330","68.4%","6.24","5.32","4.59","1.61"
"BAL","68.0","5.69","4.10","2.51",".312","59.4%","8.47","7.07","6.48","1.79"
