"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"CLE","56.0","7.71","3.54","0.48",".242","80.6%","2.09","3.55","4.30","1.09"
"NYY","59.0","9.61","2.14","1.22",".214","93.3%","2.14","3.56","3.84","0.88"
"TBR","65.0","9.55","1.25","0.83",".279","81.3%","2.22","2.76","3.51","0.97"
"LAD","63.0","8.86","2.29","0.57",".238","81.4%","2.43","3.17","3.64","0.94"
"STL","55.0","8.84","1.96","0.98",".284","76.9%","2.45","3.44","3.73","1.09"
"KCR","64.0","7.59","2.39","0.70",".249","78.3%","2.53","3.44","4.08","1.00"
"ATL","54.0","9.67","1.83","1.17",".260","85.6%","2.67","3.38","3.26","0.96"
"SFG","56.0","10.13","1.61","0.48",".315","69.6%","2.73","2.48","3.04","1.07"
"CIN","63.0","8.71","2.57","0.71",".309","77.5%","3.29","3.31","3.80","1.17"
"NYM","61.0","8.56","2.07","1.18",".259","74.3%","3.54","3.76","4.32","1.03"
"HOU","63.0","8.29","2.14","1.14",".281","77.2%","3.57","3.93","3.85","1.13"
"ARI","52.2","7.01","3.76","0.85",".242","71.7%","3.59","4.33","5.45","1.20"
"MIL","54.0","8.83","5.00","0.67",".307","75.3%","3.83","4.06","4.83","1.48"
"PHI","51.1","8.94","3.68","0.53",".286","68.5%","3.86","3.35","4.24","1.25"
"PIT","50.0","8.46","3.60","1.26",".303","81.6%","3.96","4.61","5.02","1.42"
"TEX","46.0","6.85","3.13","0.98",".256","70.6%","4.11","4.37","5.26","1.17"
"OAK","60.0","7.80","4.05","1.50",".278","78.1%","4.35","5.10","5.12","1.40"
"CHW","63.0","8.86","4.14","0.86",".271","69.7%","4.43","3.97","4.50","1.27"
"COL","54.0","7.50","3.17","1.67",".285","79.0%","4.50","5.08","4.83","1.37"
"DET","56.0","8.04","4.34","1.45",".298","74.9%","4.50","5.03","4.55","1.50"
"TOR","46.0","7.43","2.15","1.17",".291","60.8%","4.50","4.26","4.33","1.22"
"LAA","59.0","9.31","3.05","1.53",".339","75.7%","4.73","4.43","4.02","1.46"
"BOS","38.0","9.24","4.26","0.47",".381","70.1%","4.74","3.38","4.61","1.71"
"WSN","43.0","7.74","5.02","2.09",".263","75.4%","5.23","6.57","5.52","1.51"
"CHC","53.0","9.17","3.57","1.70",".320","68.7%","5.43","4.89","4.20","1.49"
"SEA","56.0","7.07","2.41","1.61",".320","61.8%","5.79","4.83","4.91","1.43"
"MIN","54.0","7.33","4.00","1.67",".242","61.3%","5.83","5.56","5.02","1.31"
"SDP","52.1","9.63","3.27","2.24",".292","71.7%","5.85","5.58","4.17","1.34"
"BAL","59.0","8.24","3.66","2.14",".295","64.9%","5.95","5.80","4.81","1.51"
"MIA","59.0","9.00","5.49","1.68",".298","62.5%","6.86","5.53","5.05","1.61"
