"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"STL","251","50","3","10.8%","17.5%",".218",".402",".352",".434",".569",".432","184","-1.0","30.1%","85.6%","45.4%"
"PHI","281","32","8","6.4%","21.7%",".160",".358",".297",".346",".457",".349","123","0.8","33.5%","88.9%","46.7%"
"ATL","261","43","5","9.2%","22.6%",".181",".319",".267",".341",".448",".343","117","0.9","33.6%","85.6%","41.1%"
"LAD","267","32","4","9.0%","25.8%",".208",".304",".250",".322",".458",".337","119","0.5","32.1%","77.5%","43.0%"
"SEA","248","41","8","9.3%","18.1%",".183",".286",".261",".335",".445",".337","126","1.0","27.7%","87.2%","40.1%"
"NYM","310","38","6","8.4%","22.9%",".175",".303",".250",".319",".425",".324","113","1.5","33.0%","87.0%","38.6%"
"HOU","285","40","8","7.4%","24.2%",".140",".339",".271",".326",".411",".322","112","1.0","36.4%","87.2%","39.4%"
"BAL","267","37","1","9.0%","22.8%",".165",".298",".250",".322",".415",".322","113","0.8","32.2%","85.4%","39.7%"
"CIN","230","31","3","4.8%","24.8%",".144",".333",".270",".311",".414",".318","97","-0.1","37.9%","89.7%","29.4%"
"OAK","264","27","3","9.8%","20.5%",".158",".278",".237",".326",".395",".317","113","0.8","31.4%","84.9%","30.7%"
"BOS","234","32","0","7.3%","20.1%",".099",".348",".283",".339",".382",".317","101","-1.2","32.9%","84.3%","42.3%"
"CLE","222","25","4","7.2%","17.1%",".136",".293",".251",".326",".387",".313","105","0.6","34.3%","90.0%","32.7%"
"TEX","265","27","6","9.4%","18.9%",".103",".298",".253",".332",".356",".306","101","1.4","32.8%","89.5%","43.0%"
"TBR","256","31","4","7.8%","20.3%",".142",".294",".245",".309",".386",".306","105","-0.6","32.3%","85.7%","32.4%"
"CHC","266","33","8","6.4%","25.9%",".210",".248",".218",".272",".428",".300","91","0.8","35.6%","86.2%","33.1%"
"TOR","258","31","1","7.8%","19.0%",".137",".276",".239",".302",".376",".299","95","-1.1","29.2%","87.7%","41.7%"
"CHW","217","19","1","8.8%","23.5%",".067",".343",".258",".332",".325",".295","92","-0.3","39.2%","82.0%","40.3%"
"DET","252","24","7","7.1%","22.2%",".126",".298",".243",".299",".370",".294","92","1.3","39.9%","83.1%","39.5%"
"MIN","219","22","1","7.8%","17.8%",".096",".288",".247",".312",".343",".293","92","-0.8","28.5%","92.1%","37.9%"
"SDP","266","21","3","13.9%","19.9%",".102",".251",".209",".328",".311",".292","89","0.7","25.2%","84.0%","38.7%"
"PIT","220","25","4","7.7%","21.4%",".106",".289",".236",".301",".342",".285","81","0.7","33.2%","85.0%","33.8%"
"WSN","261","23","6","3.8%","23.0%",".128",".281",".235",".280",".362",".282","78","-0.2","33.7%","85.1%","31.9%"
"SFG","259","26","3","6.9%","25.1%",".181",".242",".203",".261",".384",".281","80","0.3","30.7%","88.5%","44.6%"
"ARI","261","22","5","8.4%","20.7%",".097",".275",".220",".302",".317",".280","74","1.5","30.8%","86.0%","36.1%"
"COL","220","24","3","4.5%","18.6%",".120",".273",".240",".279",".361",".279","64","-0.3","36.8%","86.6%","36.3%"
"MIA","208","14","5","7.7%","28.8%",".151",".254",".194",".274",".344",".275","77","0.2","34.6%","81.0%","34.6%"
"MIL","264","28","4","11.4%","28.8%",".174",".189",".170",".270",".343",".275","74","0.1","28.8%","83.1%","43.6%"
"LAA","215","15","1","5.6%","27.9%",".126",".274",".212",".262",".338",".264","68","0.1","32.8%","85.2%","30.5%"
"NYY","247","17","1","4.9%","29.6%",".105",".280",".206",".258",".311",".254","64","-0.2","37.9%","85.3%","36.7%"
"KCR","244","10","2","6.6%","29.9%",".072",".228",".167",".226",".239",".212","30","-0.3","39.2%","81.8%","34.6%"
