"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"TOR","5848","808","75","8.3%","20.2%",".197",".296",".265",".330",".462",".339","112","2.7","31.9%","86.9%","42.1%"
"HOU","6069","833","53","9.1%","19.4%",".175",".304",".268",".340",".442",".336","116","-7.1","29.4%","88.1%","40.6%"
"BOS","5894","803","41","8.3%","22.7%",".188",".311",".262",".329",".450",".333","107","-3.0","33.9%","83.4%","42.3%"
"SFG","5970","776","64","9.7%","23.7%",".194",".295",".249",".329",".443",".331","108","-8.0","28.1%","84.5%","38.6%"
"CIN","5936","757","34","9.0%","23.2%",".180",".297",".249",".329",".430",".327","98","-14.4","31.8%","85.6%","37.8%"
"CHW","5855","760","56","9.6%","22.9%",".163",".309",".255",".335",".418",".327","108","0.0","32.9%","85.4%","39.2%"
"WSN","5880","703","56","9.2%","21.2%",".161",".306",".258",".336",".420",".327","101","-23.4","29.2%","86.0%","39.3%"
"LAD","6017","783","62","9.8%","22.7%",".179",".284",".242",".328",".421",".324","104","8.2","27.8%","84.9%","40.2%"
"ATL","5846","762","57","9.1%","23.9%",".192",".287",".244",".320",".436",".323","98","3.7","31.8%","83.3%","40.6%"
"TBR","5984","829","82","9.4%","24.8%",".184",".293",".242",".320",".426",".321","109","13.5","30.6%","81.9%","39.6%"
"NYY","5846","687","63","10.4%","24.4%",".169",".287",".239",".325",".408",".319","102","-15.1","28.1%","83.0%","42.3%"
"MIN","5857","697","51","8.8%","23.2%",".182",".281",".240",".314",".422",".317","101","-4.4","30.7%","84.3%","41.0%"
"PHI","5876","718","76","9.4%","22.8%",".170",".288",".242",".320",".412",".316","95","7.4","30.9%","83.8%","36.8%"
"OAK","5880","717","85","9.1%","22.1%",".168",".280",".239",".318",".406",".314","102","10.4","29.9%","85.1%","39.4%"
"COL","5771","707","72","8.1%","22.6%",".165",".296",".248",".315",".413",".314","81","13.8","32.9%","85.1%","35.9%"
"SDP","5896","709","108","9.7%","21.5%",".159",".286",".242",".322",".402",".313","98","2.3","27.9%","86.2%","40.7%"
"STL","5797","685","85","8.0%","22.4%",".167",".288",".244",".313",".411",".312","97","12.4","31.5%","84.3%","36.8%"
"MIL","5878","717","77","9.7%","23.9%",".164",".282",".233",".318",".397",".311","92","8.2","30.2%","84.2%","38.2%"
"CHC","5738","675","78","8.3%","27.0%",".172",".294",".234",".309",".407",".310","91","-6.5","31.7%","83.5%","38.8%"
"LAA","5791","695","72","7.7%","23.3%",".163",".294",".245",".310",".408",".309","95","3.9","33.4%","85.4%","35.0%"
"CLE","5638","677","101","7.7%","23.7%",".171",".281",".237",".303",".408",".306","93","5.4","32.4%","84.0%","38.2%"
"NYM","5613","606","50","8.5%","23.8%",".150",".290",".238",".314",".388",".306","96","-14.4","33.4%","84.2%","37.8%"
"BAL","5770","640","54","7.6%","24.2%",".165",".289",".239",".304",".404",".306","91","-5.7","33.6%","84.0%","36.6%"
"DET","5704","666","77","8.2%","25.5%",".158",".299",".241",".306",".400",".305","93","-1.1","32.8%","83.0%","38.0%"
"KCR","5737","652","118","7.0%","21.1%",".147",".291",".248",".306",".395",".303","89","11.3","34.5%","86.0%","38.8%"
"ARI","5913","648","40","8.8%","23.9%",".145",".293",".235",".308",".380",".300","84","5.8","30.6%","84.5%","35.4%"
"SEA","5782","666","63","8.9%","25.0%",".160",".271",".225",".301",".384",".299","93","-9.3","30.3%","83.8%","37.2%"
"MIA","5701","606","104","7.5%","26.1%",".141",".297",".234",".299",".375",".293","85","2.5","34.2%","84.0%","37.1%"
"PIT","5726","578","58","8.8%","22.1%",".128",".287",".234",".307",".362",".293","82","0.5","30.2%","87.0%","33.9%"
"TEX","5730","598","102","7.3%","23.4%",".143",".279",".231",".294",".374",".291","84","-1.4","32.7%","83.8%","35.7%"
