"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","45.0","7.40","2.40","0.40",".214","94.1%","1.00","2.87","3.70","0.87"
"HOU","63.0","7.71","1.86","0.29",".219","89.2%","1.00","2.44","3.09","0.79"
"CHW","55.0","10.80","2.13","0.33",".262","87.1%","1.47","2.02","2.77","0.87"
"TEX","36.0","6.75","3.50","0.75",".222","86.6%","2.00","3.91","4.14","1.08"
"NYY","44.0","9.41","1.64","0.82",".270","88.2%","2.05","2.78","2.85","0.95"
"TBR","64.1","7.27","2.66","1.12",".221","80.3%","2.80","4.01","3.82","1.01"
"ATL","61.0","7.97","2.95","0.59",".276","76.0%","2.95","3.29","3.84","1.16"
"MIN","61.0","10.62","1.77","1.03",".279","79.3%","2.95","2.99","2.73","0.98"
"ARI","54.0","7.83","2.17","0.50",".266","72.7%","3.17","3.06","3.70","1.06"
"LAA","62.0","7.69","2.61","0.87",".282","77.7%","3.19","3.54","3.60","1.18"
"BAL","54.0","6.83","2.50","0.50",".314","70.4%","3.33","3.33","3.97","1.24"
"MIA","60.2","9.35","4.01","1.19",".269","77.5%","3.41","4.05","3.70","1.27"
"SDP","54.0","6.50","2.83","0.67",".248","69.7%","3.67","3.65","4.29","1.13"
"STL","60.0","5.55","3.75","0.90",".271","75.7%","3.90","4.54","4.58","1.37"
"NYM","62.0","9.87","2.32","1.02",".304","71.0%","3.92","3.22","3.17","1.19"
"KCR","43.0","4.81","4.19","0.63",".273","72.2%","3.98","4.31","5.11","1.42"
"PIT","42.0","10.50","4.07","0.64",".264","57.9%","4.07","3.38","3.96","1.21"
"PHI","46.0","9.20","2.74","1.17",".292","67.9%","4.11","3.77","3.56","1.20"
"DET","50.0","8.46","4.68","1.62",".242","80.9%","4.14","5.15","4.39","1.32"
"MIL","52.0","11.60","2.60","1.38",".274","66.2%","4.15","3.42","2.58","1.10"
"BOS","56.0","9.80","2.57","1.13",".271","67.6%","4.18","3.65","3.36","1.09"
"WSN","50.2","7.99","3.73","1.07",".276","68.8%","4.26","4.14","3.98","1.32"
"OAK","52.0","7.79","2.25","1.04",".303","71.0%","4.33","3.77","4.04","1.27"
"CLE","55.0","9.65","5.07","0.49",".257","63.8%","4.42","3.38","3.89","1.25"
"COL","52.0","6.92","3.63","1.21",".327","74.1%","4.50","4.61","3.95","1.50"
"CHC","45.0","6.60","4.20","1.00",".269","64.3%","4.60","4.59","4.54","1.36"
"TOR","60.0","6.75","2.85","1.05",".288","66.0%","4.80","4.14","3.94","1.32"
"SEA","61.0","7.97","3.84","1.48",".286","70.4%","4.87","4.76","4.08","1.38"
"SFG","52.0","9.35","3.29","1.04",".329","64.0%","5.54","3.65","3.47","1.40"
"CIN","51.0","11.47","4.59","3.00",".331","65.0%","8.12","6.68","4.05","1.67"
