"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","230.2","9.05","2.34","0.59",".238","81.0%","2.07","2.84","3.28","0.93"
"NYY","242.2","9.38","2.89","0.70",".280","81.3%","2.60","3.12","3.32","1.13"
"HOU","256.1","8.11","2.81","0.81",".259","76.7%","2.95","3.57","3.79","1.10"
"MIN","255.0","9.25","2.72","1.06",".269","80.0%","3.11","3.54","3.39","1.12"
"NYM","267.0","10.04","2.76","0.88",".267","75.5%","3.24","3.14","3.16","1.07"
"MIL","255.0","10.62","3.53","0.78",".273","73.8%","3.25","3.13","3.19","1.15"
"TBR","257.1","8.95","2.76","1.01",".258","70.6%","3.25","3.60","3.48","1.10"
"MIA","246.2","8.98","3.50","0.91",".272","74.7%","3.32","3.66","3.59","1.20"
"ARI","257.0","6.83","3.19","0.70",".265","71.8%","3.33","3.81","4.33","1.21"
"CHW","240.0","9.83","4.09","0.64",".293","73.5%","3.34","3.31","3.68","1.28"
"STL","245.0","7.60","3.20","0.84",".280","77.2%","3.45","3.84","3.82","1.24"
"SDP","259.0","8.79","3.16","1.01",".259","73.2%","3.54","3.76","3.62","1.14"
"DET","233.1","7.56","3.12","1.00",".259","70.0%","3.55","3.91","4.07","1.20"
"LAA","266.0","8.02","2.91","1.02",".252","73.9%","3.55","3.84","3.79","1.13"
"SFG","249.1","9.06","2.82","0.61",".315","71.9%","3.57","2.97","3.26","1.26"
"SEA","254.0","8.61","3.37","1.28",".275","75.9%","3.65","4.23","3.83","1.25"
"BAL","245.0","7.49","3.23","0.84",".294","71.7%","3.71","3.87","3.90","1.30"
"BOS","259.1","9.13","3.37","1.08",".272","73.9%","3.71","3.91","3.78","1.21"
"OAK","245.2","8.10","3.04","0.95",".284","72.5%","3.81","3.79","3.76","1.24"
"TOR","265.1","8.21","2.68","0.92",".292","70.7%","3.93","3.56","3.60","1.23"
"ATL","263.0","9.24","3.63","0.79",".285","70.1%","3.97","3.53","3.74","1.25"
"CLE","245.2","8.43","3.19","0.88",".271","67.3%","3.99","3.68","3.89","1.19"
"TEX","230.0","8.96","3.87","1.37",".267","76.1%","4.07","4.54","3.71","1.28"
"PHI","246.0","8.78","3.22","0.88",".293","69.8%","4.10","3.68","3.67","1.25"
"CHC","234.0","8.73","3.58","1.27",".292","71.7%","4.38","4.25","3.72","1.33"
"COL","246.0","7.06","3.22","0.91",".319","68.2%","4.39","4.01","3.94","1.42"
"KCR","222.0","7.01","3.73","0.89",".294","69.7%","4.50","4.14","4.37","1.39"
"PIT","235.0","8.31","4.02","1.00",".285","63.2%","4.83","4.19","4.21","1.37"
"WSN","261.2","8.53","4.13","0.96",".313","67.9%","4.92","4.15","4.18","1.46"
"CIN","237.0","9.34","4.94","1.52",".333","65.2%","6.61","5.09","4.53","1.64"
