"Team","Inn","rSZ","rCERA","rSB","rGDP","rARM","rGFP","rPM","rTS","DRS","BIZ","Plays","RZR","OOZ","FSR","FRM","ARM","DPR","RngR","ErrR","UZR","UZR/150","Def"
"Giants","2160.0","4","0","1","-2","3","1","16","3","28","300","250",".833","93","","7.5","0.5","0.3","7.4","0.3","8.5","9.0","10.5"
"Blue Jays","2166.0","3","0","1","0","4","-2","4","9","21","308","259",".841","112","","5.2","1.4","-0.3","-0.5","0.8","1.5","4.1","6.5"
"Athletics","2325.0","-3","-1","-1","-1","8","-1","0","2","3","366","297",".812","92","","-1.7","7.0","0.0","-1.5","3.6","9.0","15.8","6.0"
"Dodgers","2322.0","1","0","0","0","3","2","6","9","22","332","281",".846","97","","2.6","3.7","0.2","-2.0","3.1","5.0","10.7","6.0"
"Rays","2142.0","3","1","0","1","1","-1","6","2","12","265","218",".823","97","","2.7","0.7","0.3","3.1","0.8","4.8","7.1","5.8"
"Orioles","2214.0","-4","0","3","1","-4","0","-13","0","-13","343","275",".802","135","","-2.2","-0.9","0.3","-0.4","0.8","-0.2","-1.5","5.8"
"Padres","2187.0","4","0","-1","-1","4","1","11","4","20","301","239",".794","113","","4.0","1.2","-1.5","6.2","0.8","6.7","9.0","4.7"
"Rockies","2253.0","-3","1","1","0","-3","-1","5","9","10","347","279",".804","115","","-4.1","-3.1","1.5","3.4","1.5","3.3","-1.4","4.3"
"Rangers","2055.0","0","0","-1","1","-2","1","3","0","2","336","273",".813","93","","-8.4","-3.2","0.8","5.0","1.4","4.0","-0.9","4.0"
"Diamondbacks","2259.0","1","0","0","-1","-1","-2","10","12","17","312","257",".824","108","","1.9","1.7","0.2","-0.9","0.9","1.9","4.6","3.8"
"Twins","1908.0","-1","0","0","-1","2","1","2","3","7","277","223",".805","94","","-1.0","2.2","-0.5","0.8","1.2","3.7","9.3","3.7"
"Royals","2136.0","2","1","0","0","2","2","-5","4","4","335","271",".809","94","","3.7","0.1","0.4","0.0","2.5","3.1","3.3","3.1"
"Tigers","2004.0","0","0","1","-1","-3","-3","-2","4","-5","307","246",".801","75","","-1.1","-2.2","-0.2","4.0","0.5","2.0","-1.2","3.0"
"Indians","2052.0","3","0","0","0","0","1","3","1","6","290","233",".803","94","","-0.6","-0.2","0.0","0.9","0.9","1.6","1.2","2.6"
"Braves","2061.0","1","-1","0","0","1","1","11","0","11","323","266",".824","78","","3.2","-0.8","-1.1","-1.1","1.9","-1.1","-1.5","2.1"
"Angels","2223.0","0","-1","-2","-1","0","2","8","1","5","334","278",".832","103","","-3.1","-1.7","1.3","3.0","0.8","3.4","0.1","0.4"
"Astros","2124.0","1","1","0","-2","-2","-1","11","9","17","280","229",".818","125","","1.2","0.4","-2.0","3.1","-0.3","1.2","4.9","0.2"
"Pirates","1998.0","0","2","1","1","-1","-1","-11","2","-8","297","247",".832","88","","-1.6","1.5","0.4","2.9","-5.9","-1.1","2.1","-0.1"
"Cubs","1956.0","-2","0","1","0","2","0","-3","2","1","309","252",".816","70","","-7.4","-0.4","1.2","-3.2","0.0","-2.4","-3.8","-0.4"
"Brewers","2205.0","1","-2","-1","0","-1","5","6","0","8","306","236",".771","114","","2.3","-1.0","0.8","-0.7","1.2","0.2","-1.7","-0.8"
"Phillies","2238.0","-1","0","2","0","0","0","-23","-5","-23","374","283",".757","91","","3.2","0.8","-0.2","-2.8","-2.6","-4.8","-3.0","-1.8"
"Reds","2055.0","1","-1","-2","4","-2","1","11","1","11","278","222",".799","97","","3.2","-2.4","2.0","0.4","0.8","0.7","-5.3","-2.3"
"Cardinals","2079.0","-2","-1","0","1","2","-2","13","8","22","281","238",".847","89","","-3.7","1.1","-0.2","0.5","-0.2","1.1","3.6","-2.5"
"Marlins","2169.0","0","0","0","0","-1","1","-9","1","-8","339","272",".802","77","","4.6","2.4","-1.0","-2.9","-1.1","-2.6","-0.4","-3.6"
"Red Sox","2121.0","-1","1","1","0","4","0","-12","0","-7","324","271",".836","70","","1.3","0.2","0.1","-3.2","-1.9","-4.8","-4.2","-3.8"
"Nationals","1998.0","-2","0","0","0","-2","-2","-7","4","-10","276","227",".823","89","","-1.2","-3.3","-0.5","-3.6","1.3","-6.1","-12.4","-6.1"
"Yankees","2181.0","-1","-1","-1","0","1","1","-7","4","-10","319","251",".787","107","","-4.9","2.1","-0.4","-2.9","0.2","-0.9","2.7","-6.9"
"Mets","2064.0","-4","1","0","0","1","-5","-14","-2","-24","309","245",".793","83","","-4.8","0.2","-1.5","-3.5","-1.8","-6.5","-5.3","-12.3"
"White Sox","1854.0","0","0","-1","-2","-2","-3","-14","7","-19","282","223",".791","91","","-1.5","-2.3","-1.1","-2.6","-4.1","-10.1","-12.4","-13.1"
"Mariners","2448.0","-2","-1","-1","-3","-7","-5","-14","4","-31","406","317",".781","111","","-2.3","-5.7","0.3","-8.7","-5.3","-19.5","-19.1","-21.5"
