"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"LAD","5142","716","86","9.8%","21.6%",".190",".305",".261",".337",".450",".342","122","18.5","29.1%","84.3%","42.0%"
"STL","5127","662","83","8.7%","20.1%",".173",".296",".258",".330",".430",".332","117","5.9","33.2%","86.3%","37.1%"
"ATL","5080","666","76","7.9%","24.7%",".192",".303",".253",".318",".445",".332","110","6.5","34.7%","82.7%","43.7%"
"TOR","5004","612","53","8.1%","20.3%",".165",".300",".259",".325",".424",".327","114","-10.4","30.9%","85.7%","44.1%"
"NYY","5104","655","79","10.0%","22.2%",".183",".270",".237",".321",".421",".324","113","-5.6","30.8%","84.5%","42.0%"
"HOU","5019","607","66","8.9%","19.8%",".175",".277",".245",".318",".420",".323","112","-6.2","32.2%","87.2%","39.3%"
"PHI","5038","629","88","7.7%","22.4%",".166",".301",".254",".317",".421",".322","105","9.8","33.9%","85.9%","41.4%"
"NYM","5112","626","51","8.0%","19.8%",".150",".299",".256",".327",".406",".321","111","-8.6","32.9%","86.2%","37.0%"
"MIN","4972","583","27","8.7%","21.7%",".161",".292",".248",".319",".409",".319","110","-12.5","31.8%","86.5%","41.3%"
"BOS","5153","617","47","7.4%","22.3%",".153",".316",".260",".320",".412",".319","103","-6.3","34.0%","84.3%","41.1%"
"MIL","5040","599","76","9.4%","23.6%",".175",".277",".235",".316",".410",".318","103","2.2","29.3%","85.2%","39.6%"
"COL","5099","590","39","7.4%","21.0%",".139",".311",".259",".319",".397",".315","87","-5.8","33.7%","87.5%","36.8%"
"SFG","5002","591","56","9.6%","23.3%",".155",".282",".234",".318",".389",".312","102","3.8","29.4%","84.9%","37.4%"
"CHW","5080","569","41","6.6%","20.3%",".128",".311",".261",".317",".388",".311","102","-5.9","36.4%","86.0%","40.2%"
"SDP","5167","597","38","9.5%","21.4%",".139",".290",".241",".321",".380",".309","102","4.4","30.3%","86.0%","37.2%"
"SEA","5070","563","69","9.6%","22.4%",".156",".272",".231",".314",".387",".309","106","-9.5","29.8%","86.1%","35.8%"
"TEX","4993","598","105","7.8%","23.2%",".155",".290",".243",".306",".399",".309","102","20.1","33.3%","83.6%","39.4%"
"CHC","5048","547","88","8.3%","23.3%",".148",".294",".240",".311",".388",".308","97","-5.4","32.1%","84.0%","37.0%"
"ARI","4960","590","69","9.3%","21.7%",".157",".273",".232",".310",".389",".307","94","20.5","29.1%","86.1%","35.8%"
"BAL","4971","559","83","7.7%","23.2%",".156",".285",".236",".304",".392",".306","99","12.9","34.8%","84.7%","39.0%"
"WSN","4978","509","60","7.7%","20.0%",".129",".295",".249",".314",".378",".305","94","-23.0","33.7%","85.7%","35.5%"
"TBR","4922","562","77","8.4%","23.4%",".141",".299",".241",".311",".382",".305","104","-3.4","32.3%","83.7%","38.4%"
"CIN","4899","565","53","7.6%","23.9%",".139",".298",".242",".310",".381",".305","88","-9.0","33.6%","86.2%","35.1%"
"KCR","5026","535","88","7.7%","21.6%",".137",".295",".245",".308",".382",".304","94","2.0","33.6%","85.3%","37.4%"
"CLE","4975","547","85","7.3%","18.4%",".128",".289",".249",".311",".377",".302","96","7.2","33.7%","88.0%","33.5%"
"LAA","4946","505","67","7.8%","26.2%",".152",".283",".226",".293",".378",".294","89","2.5","31.2%","83.2%","35.7%"
"MIA","4885","471","109","7.4%","23.9%",".132",".281",".227",".293",".360",".288","86","-2.1","34.2%","85.2%","36.9%"
"PIT","4822","467","65","7.8%","25.7%",".140",".274",".219",".286",".359",".285","80","3.4","31.8%","86.8%","37.2%"
"OAK","4880","457","67","7.2%","23.1%",".128",".264",".217",".281",".344",".277","85","-0.3","33.5%","85.2%","34.3%"
"DET","4829","440","38","6.5%","24.3%",".107",".290",".229",".285",".336",".276","79","-4.3","36.5%","84.7%","35.9%"
