"Team","Inn","rSZ","rCERA","rSB","rGDP","rARM","rGFP","rPM","rTS","DRS","BIZ","Plays","RZR","OOZ","FSR","FRM","ARM","DPR","RngR","ErrR","UZR","UZR/150","Def"
"Diamondbacks","6471.0","2","1","2","0","-1","4","27","16","51","914","747",".817","320","","8.3","4.3","0.3","4.9","5.5","15.0","6.7","27.3"
"Twins","6201.0","2","0","-1","-1","11","3","21","13","50","901","733",".814","322","","5.5","9.2","0.0","13.7","-5.6","17.3","9.3","22.7"
"Dodgers","6339.0","4","2","1","1","6","2","44","37","97","863","714",".827","309","","9.4","10.6","-0.2","4.2","-0.7","13.9","11.6","16.9"
"Cubs","6210.0","-2","-2","0","4","2","1","9","3","16","959","793",".827","245","","-11.4","2.1","3.1","2.6","6.6","14.5","4.4","16.5"
"Phillies","6183.0","0","1","5","1","2","-5","-9","-2","-5","982","787",".801","235","","8.7","3.7","-1.1","-0.6","5.0","7.0","3.8","15.0"
"Royals","6159.0","1","2","-1","-1","1","3","15","11","27","989","790",".799","283","","7.7","-0.3","1.2","7.8","8.0","16.7","4.8","14.7"
"Rays","6321.0","4","0","-2","4","7","4","18","14","47","838","673",".803","315","","5.5","6.7","0.1","4.3","-1.4","9.7","7.1","13.2"
"Athletics","6513.0","-6","-3","1","-5","7","-3","7","7","5","1016","844",".831","267","","-13.1","5.2","-1.0","0.8","8.0","13.0","5.6","12.0"
"Astros","6378.0","0","1","1","-1","-3","9","27","26","59","853","697",".817","318","","-4.9","-0.7","-3.8","9.1","4.4","8.9","3.7","8.9"
"Padres","6234.0","15","4","1","-2","4","-3","-7","-4","7","985","785",".797","270","","25.6","-1.2","-1.4","3.9","4.3","5.5","0.7","8.5"
"Red Sox","6465.0","4","1","1","-2","7","10","-24","6","3","923","764",".828","248","","15.7","10.1","-1.8","-3.4","2.6","7.5","6.3","8.5"
"Marlins","6141.0","1","-3","1","3","-5","5","6","-2","6","923","746",".808","247","","1.4","1.5","2.0","1.5","0.0","5.0","2.2","7.0"
"Angels","6273.0","-4","-4","-2","-4","-3","-1","7","2","-10","943","778",".825","266","","-10.4","-1.4","-2.4","3.2","7.8","7.2","1.6","6.2"
"Rangers","6273.0","-5","1","-5","3","-4","-5","-22","8","-29","1017","806",".793","245","","-17.9","-1.9","2.9","0.8","6.8","8.6","1.4","3.6"
"Cardinals","6153.0","-8","-3","1","1","1","-2","23","18","37","918","761",".829","239","","-8.4","3.6","1.2","2.8","0.2","7.9","4.2","1.4"
"Giants","6096.0","7","-1","-1","-3","1","1","25","6","34","914","744",".814","251","","15.1","1.5","-0.7","8.1","-4.4","4.4","2.1","1.4"
"Reds","6066.0","4","-1","-2","3","2","5","22","13","43","848","676",".797","271","","7.4","-3.0","2.1","2.3","2.2","3.7","-0.3","0.7"
"Indians","6096.0","9","1","-1","-2","0","0","7","16","27","839","686",".818","270","","8.3","0.1","-1.0","-1.2","2.1","-0.1","0.1","-0.1"
"Brewers","6366.0","5","-1","-4","2","-2","8","15","3","26","863","675",".782","296","","14.9","0.8","1.0","1.7","-5.1","-1.6","-0.4","-4.6"
"Rockies","6291.0","-7","2","2","2","-8","0","-8","16","0","967","781",".808","299","","-8.1","-5.5","1.7","-1.3","-0.9","-6.0","-3.7","-5.0"
"Yankees","6174.0","-3","0","1","-1","-2","7","-6","2","-6","885","686",".775","302","","-12.0","-2.5","1.6","-0.6","-3.1","-4.5","-2.8","-5.5"
"Blue Jays","6225.0","5","2","1","-3","-1","-4","-26","12","-12","950","756",".796","288","","12.6","-1.4","-1.9","-13.0","4.3","-12.0","-3.8","-7.0"
"White Sox","5811.0","-6","2","1","2","-2","-2","-22","10","-13","844","680",".806","284","","-17.5","-3.7","0.6","-2.2","-7.8","-13.1","-5.5","-11.1"
"Tigers","5883.0","-2","2","0","-2","-6","-4","-17","3","-29","959","760",".793","240","","-9.1","-7.3","-0.2","-5.3","0.3","-12.6","-6.4","-11.6"
"Braves","6324.0","7","1","-1","-2","-1","-2","12","-3","8","950","765",".805","275","","15.9","-2.2","-0.8","-7.7","0.4","-10.3","-3.6","-12.3"
"Pirates","6120.0","-5","-1","0","-1","-3","-4","-10","7","-17","900","720",".800","272","","-13.7","-0.5","0.5","-4.4","-9.3","-13.6","-5.3","-13.6"
"Nationals","6114.0","-4","0","0","-1","3","-1","-29","3","-30","880","719",".817","249","","-6.4","-5.9","-1.8","-9.1","-0.3","-17.1","-7.9","-17.1"
"Orioles","6192.0","-14","-1","2","4","-12","-10","-29","2","-56","930","757",".814","348","","-15.7","-12.7","1.0","0.1","-8.8","-20.5","-11.2","-17.5"
"Mets","6267.0","-7","1","0","3","4","-7","-38","-8","-55","952","761",".799","245","","-9.8","-0.8","0.4","-8.9","-3.7","-13.0","-4.1","-28.8"
"Mariners","6573.0","-2","-4","-1","-4","-8","-8","-39","-1","-72","1100","865",".786","303","","-9.6","-8.3","-1.5","-14.0","-15.2","-39.0","-11.7","-43.0"
