"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"LAD","202","39","4","10.9%","21.8%",".277",".323",".288",".366",".565",".395","158","0.9","27.5%","81.3%","45.2%"
"CHC","237","31","4","8.4%","21.5%",".190",".371",".314",".381",".505",".384","147","-0.6","30.7%","85.7%","37.0%"
"ATL","245","35","5","9.0%","19.6%",".223",".329",".291",".355",".514",".370","136","1.2","33.6%","85.5%","46.0%"
"SDP","247","39","2","9.7%","18.6%",".193",".333",".289",".366",".482",".366","139","0.9","26.7%","85.0%","39.7%"
"STL","228","31","4","6.6%","21.1%",".254",".298",".273",".325",".526",".363","137","0.7","30.4%","86.1%","42.9%"
"HOU","222","39","3","8.6%","13.1%",".186",".297",".286",".347",".472",".354","135","-0.2","31.6%","87.6%","41.0%"
"COL","231","38","2","8.7%","18.6%",".148",".340",".292",".351",".440",".343","107","0.1","32.5%","91.7%","41.1%"
"SFG","233","27","2","10.7%","21.0%",".148",".310",".260",".358",".408",".337","120","0.1","27.5%","84.9%","30.3%"
"BAL","222","29","2","5.9%","18.9%",".163",".323",".286",".329",".448",".335","119","-0.3","34.4%","84.1%","32.7%"
"CHW","265","24","1","6.4%","20.4%",".137",".330",".282",".336",".419",".331","117","-0.6","38.3%","85.7%","40.5%"
"TEX","230","30","6","7.8%","27.0%",".137",".364",".275",".341",".412",".328","116","1.7","37.0%","82.9%","42.5%"
"NYM","211","29","4","8.5%","20.4%",".145",".307",".258",".336",".403",".319","109","0.1","33.2%","88.0%","29.0%"
"ARI","258","38","9","7.8%","13.6%",".135",".285",".261",".329",".396",".318","101","1.8","28.5%","90.5%","32.3%"
"CLE","237","28","8","5.5%","13.5%",".110",".304",".275",".325",".385",".313","105","0.8","34.2%","91.2%","33.0%"
"KCR","251","29","5","6.4%","20.3%",".143",".301",".257",".309",".400",".311","101","0.4","37.7%","84.2%","41.8%"
"WSN","220","20","2","5.5%","26.4%",".141",".317",".257",".305",".398",".309","96","-1.8","32.9%","84.2%","39.2%"
"BOS","219","23","0","5.5%","24.2%",".164",".308",".249",".297",".413",".306","94","-0.7","36.4%","84.5%","43.0%"
"MIN","191","17","4","7.9%","25.7%",".161",".269",".224",".288",".385",".291","90","0.3","36.8%","83.5%","31.0%"
"CIN","234","17","2","9.8%","26.9%",".063",".338",".243",".326",".306",".289","78","-0.4","34.9%","86.8%","24.8%"
"PIT","258","23","8","7.4%","28.3%",".132",".295",".221",".291",".353",".286","83","0.7","32.9%","84.2%","38.9%"
"TOR","172","13","0","4.7%","20.3%",".148",".262",".235",".269",".383",".283","79","-0.8","31.9%","89.9%","44.2%"
"MIA","254","15","7","9.4%","24.0%",".126",".267",".209",".283",".335",".274","78","0.5","32.2%","84.4%","34.9%"
"SEA","231","22","3","10.4%","25.1%",".111",".254",".202",".297",".313",".273","82","-0.3","30.1%","83.7%","36.6%"
"TBR","174","21","2","6.3%","26.4%",".155",".245",".205",".254",".360",".269","81","-0.5","32.2%","80.4%","32.5%"
"LAA","224","20","3","7.1%","23.2%",".137",".236",".200",".260",".337",".258","67","-0.3","35.0%","87.5%","31.6%"
"OAK","220","13","2","10.9%","22.3%",".072",".252",".196",".288",".268",".257","68","-0.5","31.0%","89.5%","32.2%"
"PHI","211","10","8","5.7%","28.0%",".071",".314",".228",".275",".299",".257","60","0.6","36.4%","79.7%","30.9%"
"NYY","230","17","4","9.1%","26.1%",".127",".221",".180",".265",".307",".257","66","-1.1","31.1%","82.2%","34.9%"
"MIL","177","16","1","6.2%","28.2%",".123",".255",".196",".254",".319",".252","57","0.0","33.0%","83.9%","43.9%"
"DET","216","14","2","5.1%","36.1%",".064",".325",".207",".255",".271",".235","49","0.3","42.3%","79.6%","36.0%"
