"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"NYM","55.0","10.64","2.29","0.16",".308","90.8%","0.82","1.92","2.95","1.07"
"CLE","54.0","10.17","1.33","0.50",".265","84.5%","1.83","2.14","2.78","0.85"
"LAA","59.0","8.24","3.36","0.76",".233","87.5%","1.98","3.61","3.94","1.03"
"PHI","53.0","8.15","2.55","0.34",".270","76.6%","2.38","2.65","3.64","1.04"
"NYY","55.2","8.08","2.43","0.81",".246","80.8%","2.43","3.51","3.83","0.99"
"ATL","56.0","9.80","3.21","1.13",".284","84.2%","2.89","3.69","3.52","1.20"
"SDP","53.0","9.17","2.89","0.85",".329","79.7%","3.06","3.55","3.86","1.34"
"ARI","62.0","8.27","3.19","0.44",".242","71.7%","3.19","3.07","3.68","1.05"
"MIL","45.0","8.60","1.80","1.80",".176","82.0%","3.20","4.41","3.42","0.82"
"BOS","57.0","7.89","3.16","0.79",".285","71.9%","3.63","3.61","3.90","1.23"
"LAD","44.0","8.39","2.05","1.02",".262","73.8%","3.68","3.55","3.99","1.07"
"MIA","61.0","8.41","2.95","1.33",".315","81.0%","3.69","4.20","3.64","1.34"
"CHW","60.0","10.20","2.25","0.90",".329","72.8%","3.75","2.90","3.15","1.22"
"HOU","55.0","10.15","3.27","0.82",".328","74.6%","3.76","3.36","3.49","1.27"
"DET","52.0","5.37","2.42","0.69",".314","72.8%","3.81","3.97","4.76","1.40"
"CHC","53.0","10.70","3.23","1.19",".336","79.4%","3.91","3.65","3.21","1.36"
"SEA","56.0","8.84","3.70","0.80",".297","71.6%","4.02","3.65","4.40","1.29"
"TBR","44.0","9.61","2.66","0.61",".325","67.5%","4.09","2.96","3.55","1.27"
"KCR","63.0","8.86","3.43","1.71",".286","78.9%","4.29","4.91","4.31","1.37"
"SFG","52.1","10.32","2.24","1.38",".350","70.1%","4.30","3.73","3.24","1.36"
"TEX","53.0","7.98","4.58","1.02",".272","67.1%","4.58","4.52","4.61","1.40"
"OAK","54.0","6.00","2.50","1.17",".275","61.9%","4.67","4.30","4.78","1.26"
"BAL","51.0","9.00","2.65","1.24",".319","68.7%","4.94","3.79","3.60","1.33"
"WSN","52.0","7.27","4.15","1.38",".343","72.5%","5.02","5.12","5.11","1.73"
"MIN","43.0","9.00","2.93","1.26",".322","64.0%","5.02","3.98","4.13","1.37"
"PIT","57.1","6.59","4.40","0.78",".294","64.7%","5.65","4.62","5.11","1.48"
"COL","54.0","6.17","2.67","1.67",".318","68.6%","5.67","5.21","4.69","1.50"
"STL","53.0","8.49","2.21","1.36",".342","61.1%","5.77","3.93","3.22","1.42"
"TOR","43.0","6.91","3.14","1.67",".343","70.7%","6.07","5.26","4.83","1.60"
"CIN","51.0","9.00","4.41","1.76",".350","70.5%","6.18","5.55","4.36","1.67"
