"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"HOU","2547","358","20","9.0%","18.4%",".171",".310",".274",".344",".445",".341","122","-6.0","29.0%","88.5%","40.6%"
"TOR","2379","321","32","8.0%","22.3%",".189",".305",".264",".328",".453",".337","113","-2.0","31.7%","85.7%","42.8%"
"CIN","2426","319","13","8.9%","22.4%",".181",".294",".250",".330",".432",".332","108","-7.9","30.4%","84.6%","39.5%"
"CHW","2434","328","29","10.6%","23.3%",".154",".316",".255",".342",".409",".330","112","5.6","32.8%","84.6%","39.4%"
"LAD","2550","344","20","11.0%","22.8%",".169",".293",".244",".340",".413",".329","113","1.7","26.8%","84.7%","39.9%"
"MIN","2450","299","21","8.6%","23.2%",".188",".284",".243",".315",".432",".324","106","2.0","31.0%","83.5%","42.6%"
"BOS","2453","327","24","7.2%","23.9%",".179",".308",".254",".315",".433",".323","102","4.2","35.2%","82.8%","41.8%"
"LAA","2402","315","25","7.5%","23.4%",".176",".301",".252",".316",".427",".322","106","-1.6","32.1%","85.5%","37.0%"
"ATL","2356","301","24","9.6%","25.2%",".191",".282",".236",".317",".427",".321","102","0.4","31.0%","82.3%","41.8%"
"OAK","2473","296","24","9.7%","23.7%",".179",".278",".234",".316",".413",".318","107","-2.6","28.0%","84.6%","41.0%"
"SFG","2416","299","26","10.3%","25.8%",".179",".280",".230",".315",".409",".315","102","-5.8","26.8%","83.0%","40.5%"
"CHC","2399","300","36","8.8%","25.3%",".177",".283",".234",".312",".411",".315","100","1.5","31.6%","84.2%","40.4%"
"TBR","2560","328","43","10.3%","27.0%",".161",".297",".231",".319",".392",".312","103","1.3","30.4%","80.1%","39.7%"
"NYY","2421","252","14","10.3%","24.7%",".152",".285",".234",".317",".386",".309","97","-13.1","28.7%","82.5%","42.7%"
"PHI","2352","271","37","8.7%","26.0%",".147",".307",".241",".314",".388",".307","94","2.2","30.5%","81.5%","37.7%"
"WSN","2269","233","26","8.1%","23.3%",".139",".299",".243",".314",".383",".305","91","-1.5","29.0%","85.0%","41.8%"
"NYM","2061","219","20","8.6%","24.0%",".145",".289",".235",".313",".380",".305","98","-8.8","33.0%","84.3%","37.8%"
"BAL","2339","258","20","7.7%","23.4%",".158",".287",".237",".302",".395",".304","94","-2.8","35.0%","83.6%","35.2%"
"SDP","2536","297","67","10.3%","22.4%",".140",".278",".232",".317",".371",".303","95","9.2","26.8%","85.8%","41.6%"
"COL","2407","279","33","8.0%","23.6%",".144",".299",".241",".307",".385",".301","76","10.3","32.7%","84.9%","35.3%"
"KCR","2336","272","46","7.7%","22.1%",".147",".284",".239",".303",".386",".301","89","8.2","34.2%","84.9%","39.2%"
"ARI","2523","278","15","8.7%","23.8%",".148",".286",".232",".306",".380",".301","88","0.9","30.1%","82.6%","36.0%"
"STL","2408","270","31","8.2%","23.2%",".158",".272",".229",".302",".387",".299","92","4.1","31.7%","83.8%","39.0%"
"CLE","2241","257","33","8.3%","23.0%",".161",".266",".225",".296",".386",".298","86","-1.0","32.1%","84.2%","40.6%"
"MIA","2411","257","41","8.0%","26.3%",".138",".304",".237",".305",".375",".297","93","-0.7","33.6%","83.3%","37.9%"
"MIL","2415","265","27","9.8%","26.4%",".160",".263",".213",".302",".372",".297","87","3.1","29.6%","83.0%","40.4%"
"TEX","2444","262","47","8.2%","25.5%",".143",".287",".230",".301",".373",".296","89","-3.9","32.2%","81.3%","37.8%"
"DET","2367","243","38","8.4%","28.0%",".147",".289",".224",".294",".371",".292","84","-1.0","33.2%","81.3%","39.3%"
"PIT","2355","223","20","8.3%","23.0%",".125",".283",".228",".299",".353",".288","82","3.5","31.2%","86.3%","32.5%"
"SEA","2406","261","30","8.7%","26.5%",".157",".258",".209",".286",".366",".287","86","0.3","30.1%","81.3%","36.7%"
