"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"WSN","52.0","9.52","3.63","0.69",".220","85.0%","1.90","3.37","4.22","1.02"
"SFG","50.2","7.28","2.84","0.71",".228","77.1%","2.13","3.63","4.16","0.97"
"OAK","54.0","7.00","2.33","1.33",".193","88.5%","2.33","4.41","4.73","0.94"
"CHW","55.0","11.62","2.95","0.82",".262","81.6%","2.45","2.79","3.33","1.00"
"TBR","47.0","11.11","3.06","0.96",".220","73.0%","2.49","3.15","3.08","0.91"
"MIL","53.0","10.19","3.74","0.85",".302","79.0%","2.72","3.36","3.56","1.30"
"CHC","53.0","8.83","4.08","0.68",".220","77.2%","2.72","3.70","4.14","1.08"
"PHI","47.0","10.34","2.87","1.34",".288","76.9%","2.87","3.75","3.16","1.15"
"LAA","55.0","7.85","2.62","0.65",".280","76.9%","3.11","3.45","4.09","1.16"
"LAD","52.0","8.48","3.46","1.04",".274","75.9%","3.46","4.10","4.38","1.27"
"MIA","62.0","8.71","2.90","0.58",".314","72.9%","3.48","3.17","3.43","1.26"
"CLE","45.0","12.20","3.60","1.40",".305","82.0%","3.60","3.93","3.35","1.27"
"ATL","51.2","6.97","3.48","0.87",".275","74.2%","3.66","4.14","4.55","1.30"
"SDP","52.0","10.04","2.25","1.56",".248","73.1%","3.98","4.15","3.73","0.98"
"CIN","54.0","10.00","4.33","1.00",".275","75.4%","4.00","4.15","4.40","1.30"
"TOR","51.0","10.94","3.35","1.24",".274","72.0%","4.06","3.86","3.69","1.18"
"HOU","52.0","7.79","2.25","1.73",".241","72.0%","4.15","5.02","4.31","1.12"
"NYM","44.0","11.45","2.66","1.43",".343","75.2%","4.30","3.56","2.93","1.25"
"SEA","53.0","7.13","3.74","1.36",".304","68.8%","4.75","4.95","5.10","1.47"
"DET","57.0","7.26","4.89","0.79",".305","64.0%","5.21","4.79","5.46","1.53"
"TEX","45.0","7.80","3.40","2.40",".297","75.2%","5.40","6.22","4.70","1.49"
"PIT","49.1","7.48","5.29","0.91",".283","65.3%","5.66","4.82","5.21","1.52"
"STL","42.0","8.79","2.79","1.50",".268","55.6%","5.79","4.51","3.85","1.19"
"NYY","43.1","7.48","1.87","1.04",".367","60.3%","6.44","3.75","4.52","1.57"
"ARI","44.0","8.80","4.30","0.82",".326","58.1%","6.55","4.09","4.70","1.52"
"KCR","57.1","9.10","4.08","2.20",".305","63.8%","6.91","5.67","4.48","1.52"
"BAL","42.0","9.00","3.64","2.14",".330","64.2%","7.07","5.61","4.35","1.55"
"MIN","54.0","6.83","2.50","2.50",".341","68.1%","7.17","6.14","4.70","1.70"
"BOS","63.0","9.00","4.43","3.00",".399","73.3%","7.71","7.06","5.04","2.02"
"COL","49.0","9.18","3.49","1.84",".399","59.8%","8.27","5.30","4.36","1.84"
