"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","434","1123","48","155","150","7","11.5 %","21.1 %",".210",".288",".256",".349",".466",".345","116","1.9","24.8","14.7","7.5"
"Astros","363","1030","44","128","127","12","10.1 %","19.5 %",".206",".304",".273",".350",".479",".352","124","-4.2","26.5","-1.3","6.1"
"Cardinals","398","1012","39","144","133","15","9.7 %","21.4 %",".192",".315",".270",".350",".462",".346","114","3.5","21.4","5.8","5.9"
"Braves","380","1023","35","134","128","11","11.2 %","22.4 %",".188",".322",".268",".356",".455",".346","112","2.6","17.4","6.7","5.6"
"Rays","387","1013","34","122","119","20","10.0 %","25.8 %",".188",".325",".258",".338",".446",".335","111","2.8","16.7","4.3","5.6"
"Mariners","429","1202","59","183","181","25","10.4 %","24.7 %",".230",".293",".254",".338",".483",".347","121","5.8","38.1","-24.6","5.5"
"Diamondbacks","393","1101","39","150","143","14","7.4 %","22.4 %",".200",".319",".268",".330",".468",".337","106","-2.2","6.4","11.4","5.2"
"Twins","342","911","47","136","128","6","7.6 %","18.8 %",".245",".285",".269",".332",".514",".355","119","-4.8","16.9","2.0","5.0"
"Brewers","413","1056","53","141","140","15","9.8 %","25.9 %",".213",".294",".249",".332",".462",".335","105","1.1","8.0","6.4","4.8"
"Cubs","366","976","36","137","131","10","11.0 %","22.1 %",".190",".306",".259",".352",".449",".343","112","1.7","16.1","0.7","4.7"
"Phillies","407","1085","38","140","137","5","11.1 %","22.6 %",".187",".295",".248",".338",".435",".328","102","3.0","5.8","5.9","4.6"
"Yankees","377","1050","44","144","137","17","10.4 %","22.8 %",".194",".298",".258",".341",".452",".338","109","2.0","13.5","-6.3","4.3"
"Mets","400","1039","33","136","129","12","9.7 %","23.9 %",".164",".322",".260",".344",".424",".331","108","1.1","12.1","-1.7","4.3"
"Rangers","358","998","37","148","141","22","10.1 %","24.8 %",".204",".317",".257",".341",".461",".342","106","0.3","7.3","-3.2","3.9"
"Athletics","428","1086","42","136","129","9","8.5 %","18.4 %",".177",".267",".246",".317",".422",".317","98","-1.9","-4.2","4.0","3.7"
"Nationals","368","969","37","131","127","19","9.4 %","26.0 %",".190",".316",".255",".333",".445",".332","102","0.9","3.8","0.6","3.5"
"Royals","385","1026","33","124","119","28","9.3 %","22.6 %",".187",".292",".246",".320",".433",".319","96","-0.6","-5.1","1.8","3.2"
"Angels","420","1059","35","129","125","9","10.1 %","15.7 %",".166",".253",".238",".324",".404",".312","97","0.7","-3.5","-2.7","3.0"
"White Sox","348","925","33","122","117","22","8.4 %","24.5 %",".172",".321",".261",".329",".433",".327","105","1.8","7.0","-14.5","2.5"
"Orioles","408","1057","31","121","110","14","7.5 %","22.3 %",".153",".290",".243",".306",".396",".302","85","0.4","-18.8","-1.6","1.6"
"Padres","389","955","38","96","94","11","7.4 %","26.7 %",".184",".264",".221",".284",".404",".293","81","-6.9","-30.4","13.1","1.3"
"Tigers","354","942","19","90","85","11","8.7 %","25.9 %",".146",".304",".235",".309",".381",".299","83","-1.1","-20.6","-0.5","1.2"
"Blue Jays","381","990","28","112","106","8","7.8 %","26.6 %",".152",".295",".232",".299",".384",".294","81","-2.1","-25.5","1.6","1.1"
"Red Sox","396","1022","29","118","109","14","10.0 %","20.9 %",".154",".277",".236",".320",".390",".306","84","-2.3","-22.4","-5.0","0.8"
"Pirates","369","921","19","78","75","12","7.9 %","23.3 %",".130",".283",".227",".294",".357",".281","72","3.2","-29.8","5.0","0.5"
"Giants","386","976","23","85","84","9","6.8 %","23.8 %",".136",".257",".211",".272",".348",".267","64","-2.2","-47.5","18.7","0.2"
"Reds","408","925","36","99","98","4","8.2 %","25.1 %",".175",".242",".208",".280",".383",".284","70","-3.3","-39.3","5.8","-0.4"
"Indians","388","956","23","101","90","17","10.4 %","26.7 %",".123",".274",".212",".301",".335",".279","67","3.8","-35.8","-1.6","-0.4"
"Rockies","404","1043","30","114","110","11","7.2 %","25.1 %",".174",".294",".238",".296",".411",".300","68","-1.8","-45.8","8.2","-0.4"
"Marlins","400","982","22","77","74","10","6.8 %","25.5 %",".112",".287",".227",".286",".339",".273","70","-2.7","-40.5","4.7","-0.4"
