"Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"Cubs","4","2","3","26","6","52.0","11.25","0.69","0.87",".362","84.9 %","43.7 %","10.4 %","2.60","2.26","2.82","1.9"
"Twins","5","1","3","26","6","56.0","9.00","1.61","0.96",".250","70.2 %","40.8 %","10.9 %","3.38","3.20","3.74","1.8"
"Dodgers","5","2","1","28","7","62.0","9.00","2.61","0.73",".345","67.5 %","44.1 %","9.8 %","4.06","3.14","3.71","1.6"
"Mets","5","1","1","24","6","55.0","9.49","3.11","0.65",".271","76.7 %","50.7 %","8.9 %","2.95","3.20","3.86","1.5"
"Astros","5","1","2","23","6","53.0","10.02","3.40","1.02",".169","85.5 %","45.9 %","10.9 %","2.38","3.65","4.22","1.3"
"Athletics","4","1","2","25","5","46.0","9.20","2.93","0.78",".262","82.3 %","42.4 %","8.3 %","2.74","3.41","4.33","1.2"
"Phillies","3","3","2","27","6","60.0","10.05","2.25","1.35",".287","77.2 %","40.6 %","19.1 %","3.45","3.68","3.27","1.1"
"Cardinals","2","3","1","20","5","43.0","10.05","5.23","0.42",".290","79.4 %","41.7 %","5.4 %","2.51","3.61","4.70","1.0"
"White Sox","2","4","0","31","6","61.0","8.26","3.84","1.03",".267","79.8 %","50.3 %","13.0 %","2.95","4.30","4.55","1.0"
"Rangers","4","1","2","22","5","46.0","9.00","4.11","0.98",".333","70.2 %","45.4 %","10.9 %","4.50","4.13","4.68","0.9"
"Blue Jays","5","2","2","30","7","61.0","6.79","3.98","0.74",".234","78.6 %","39.3 %","6.4 %","2.66","4.30","5.75","0.8"
"Rockies","3","3","1","25","6","54.0","9.33","3.50","1.67",".291","78.0 %","48.7 %","20.0 %","4.33","4.77","4.19","0.7"
"Indians","4","2","0","24","6","54.0","8.17","3.67","1.00",".269","80.9 %","41.3 %","10.2 %","3.17","4.18","4.88","0.7"
"Rays","5","0","3","25","5","45.0","9.00","2.00","1.60",".328","79.2 %","41.2 %","17.0 %","3.60","4.39","4.14","0.6"
"Padres","2","4","1","22","6","51.1","9.64","2.81","1.40",".313","61.2 %","37.2 %","14.3 %","5.44","4.09","4.21","0.5"
"Tigers","2","4","0","26","6","51.2","8.36","3.48","1.39",".286","72.8 %","38.6 %","12.9 %","4.18","4.71","5.05","0.4"
"Yankees","5","1","4","25","6","54.0","7.50","3.50","1.50",".231","84.0 %","39.4 %","15.3 %","3.33","4.94","4.92","0.4"
"Diamondbacks","3","3","2","25","6","52.0","7.96","3.46","1.56",".260","62.3 %","39.5 %","16.1 %","5.88","5.14","5.01","0.3"
"Reds","4","3","3","31","7","61.2","8.32","3.94","1.90",".259","77.8 %","41.8 %","18.3 %","4.82","5.52","5.04","0.2"
"Mariners","1","4","1","19","5","41.0","6.80","2.63","2.20",".366","63.9 %","41.7 %","18.2 %","6.80","5.83","5.29","0.2"
"Nationals","2","4","1","28","6","53.0","9.34","4.58","2.04",".313","61.3 %","45.6 %","18.8 %","7.47","5.67","5.10","0.1"
"Pirates","2","4","0","27","6","52.0","8.83","2.77","1.73",".358","60.8 %","43.5 %","18.9 %","5.88","4.91","4.41","0.0"
"Orioles","3","3","3","27","6","53.0","10.02","3.06","3.06",".340","79.6 %","38.5 %","26.9 %","6.28","6.59","4.66","-0.1"
"Angels","1","5","0","24","6","51.0","7.59","2.82","2.12",".283","64.1 %","42.9 %","19.7 %","6.00","5.65","4.94","-0.1"
"Royals","0","6","0","23","6","51.0","7.76","3.88","2.29",".299","58.0 %","42.5 %","19.1 %","6.88","6.16","5.47","-0.1"
"Braves","4","3","1","27","7","62.0","6.53","5.08","1.31",".268","74.0 %","44.4 %","15.0 %","4.94","5.49","5.51","-0.2"
"Brewers","1","5","1","29","6","50.1","7.87","3.93","1.61",".305","79.0 %","44.2 %","17.0 %","4.83","5.34","5.09","-0.2"
"Marlins","2","4","0","27","6","55.0","8.67","4.75","2.13",".254","75.2 %","33.5 %","18.6 %","5.24","6.16","5.59","-0.3"
"Giants","2","4","1","26","6","50.0","6.30","3.42","1.98",".335","77.3 %","39.8 %","16.7 %","5.04","5.82","5.55","-0.4"
"Red Sox","0","7","0","31","7","59.0","9.46","4.73","2.14",".376","67.8 %","38.0 %","21.9 %","7.32","5.88","4.93","-0.4"
