"Team","IP","K/9","BB/9","HR/9","BABIP","LOB%","ERA","FIP","xFIP","WHIP"
"LAD","1175.1","10.02","3.15","1.03",".260","76.7%","3.04","3.60","3.76","1.11"
"SFG","1161.2","8.78","2.62","0.98",".271","74.4%","3.28","3.63","3.92","1.13"
"MIL","1163.0","10.13","3.44","0.97",".276","75.3%","3.37","3.62","3.73","1.18"
"NYY","1149.0","9.60","3.02","1.15",".276","74.1%","3.60","3.81","4.02","1.17"
"TBR","1170.1","9.32","2.75","1.12",".285","73.1%","3.70","3.76","3.92","1.18"
"HOU","1159.0","9.19","3.27","1.19",".273","75.6%","3.70","4.07","4.07","1.21"
"OAK","1162.2","8.38","2.73","1.10",".283","74.6%","3.72","3.92","4.30","1.21"
"CHW","1145.1","10.32","3.14","1.26",".283","74.7%","3.76","3.84","3.84","1.20"
"NYM","1103.2","9.52","3.03","1.22",".283","73.9%","3.76","3.97","3.93","1.20"
"SDP","1168.0","9.65","3.17","1.19",".289","75.1%","3.78","3.98","3.93","1.23"
"TOR","1117.1","9.32","3.06","1.29",".287","75.1%","3.86","4.12","4.06","1.25"
"MIA","1147.0","8.73","3.35","1.02",".286","72.1%","3.91","4.00","4.21","1.26"
"ATL","1132.0","9.17","3.35","1.15",".289","73.6%","4.01","4.05","4.09","1.27"
"STL","1130.2","7.90","4.06","0.92",".274","72.7%","4.07","4.30","4.71","1.32"
"BOS","1152.1","9.65","3.48","1.12",".324","72.3%","4.31","3.97","4.09","1.39"
"SEA","1160.1","8.26","3.01","1.23",".290","70.7%","4.35","4.26","4.40","1.28"
"CIN","1174.2","9.53","4.02","1.26",".294","72.8%","4.37","4.35","4.26","1.36"
"DET","1144.2","8.11","3.55","1.34",".289","72.4%","4.37","4.67","4.58","1.37"
"CLE","1118.1","9.21","3.48","1.35",".284","72.3%","4.39","4.37","4.21","1.29"
"PHI","1138.2","9.31","3.18","1.31",".296","71.5%","4.39","4.21","4.01","1.30"
"WSN","1102.2","8.69","3.30","1.54",".283","71.1%","4.62","4.71","4.42","1.32"
"KCR","1135.1","8.83","3.91","1.23",".303","71.0%","4.69","4.41","4.48","1.40"
"COL","1120.1","8.39","3.46","1.23",".301","69.9%","4.71","4.37","4.31","1.37"
"TEX","1144.1","7.90","3.22","1.48",".291","71.0%","4.73","4.74","4.53","1.35"
"CHC","1150.1","8.82","3.76","1.49",".292","71.6%","4.76","4.83","4.37","1.39"
"LAA","1145.2","9.47","3.78","1.25",".304","69.2%","4.76","4.27","4.19","1.38"
"MIN","1139.0","8.36","3.12","1.56",".291","67.5%","5.00","4.72","4.43","1.34"
"PIT","1125.1","8.49","3.85","1.34",".298","69.4%","5.05","4.66","4.67","1.41"
"ARI","1150.2","7.95","3.55","1.45",".303","67.7%","5.21","4.84","4.80","1.45"
"BAL","1115.1","8.35","3.68","1.61",".311","66.4%","5.87","5.01","4.76","1.49"
