"Team","PA","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","O-Swing%","Z-Contact%","HardHit%"
"HOU","269","41","4","6.3%","14.5%",".229",".301",".294",".351",".522",".376","149","-0.5","34.2%","91.7%","39.4%"
"NYY","205","31","7","9.3%","24.9%",".219",".317",".268",".338",".486",".353","137","0.1","31.6%","84.5%","38.8%"
"MIL","205","28","3","11.2%","23.9%",".175",".331",".266",".356",".441",".347","125","0.0","30.7%","87.8%","43.1%"
"BAL","195","21","1","9.2%","19.5%",".174",".310",".262",".345",".436",".341","126","-0.3","33.0%","90.7%","43.0%"
"TEX","260","32","5","6.2%","26.9%",".234",".276",".234",".296",".469",".330","116","0.2","32.5%","82.6%","38.5%"
"NYM","268","29","6","12.3%","20.9%",".124",".287",".239",".354",".363",".322","114","0.3","32.6%","87.6%","38.0%"
"ATL","212","24","1","6.6%","24.1%",".152",".319",".258",".307",".409",".313","98","0.2","34.6%","84.8%","42.9%"
"BOS","190","24","2","9.5%","24.2%",".127",".325",".253",".328",".380",".312","100","-0.7","33.0%","85.4%","43.5%"
"CHW","233","29","6","6.4%","23.2%",".191",".270",".237",".289",".428",".311","103","1.0","33.8%","89.1%","45.4%"
"LAD","245","29","6","11.4%","20.4%",".167",".264",".228",".316",".395",".309","100","1.0","29.6%","84.2%","31.1%"
"LAA","206","23","4","7.8%","25.7%",".196",".254",".222",".286",".418",".307","99","0.3","31.8%","82.3%","33.1%"
"CLE","315","31","4","7.0%","17.1%",".113",".313",".266",".333",".379",".306","97","0.4","38.3%","89.5%","27.6%"
"TOR","280","33","5","6.8%","20.0%",".150",".281",".244",".305",".394",".305","99","0.4","31.7%","82.4%","42.8%"
"TBR","294","33","5","5.8%","16.3%",".131",".276",".251",".310",".382",".305","104","-0.2","32.8%","84.6%","36.5%"
"WSN","173","16","2","7.5%","21.4%",".206",".230",".213",".279",".419",".300","90","0.1","31.5%","89.2%","40.5%"
"SDP","224","23","3","6.7%","19.2%",".168",".263",".238",".288",".406",".298","94","1.1","29.5%","87.7%","35.2%"
"PHI","218","18","3","7.8%","22.9%",".172",".236",".212",".280",".384",".291","86","0.1","36.6%","83.9%","39.6%"
"MIN","264","26","0","6.4%","25.0%",".145",".278",".232",".288",".378",".289","90","-1.2","37.9%","80.6%","40.4%"
"SEA","173","15","3","7.5%","25.4%",".185",".219",".197",".272",".382",".288","92","0.3","30.1%","84.7%","40.7%"
"CHC","219","21","5","6.4%","28.8%",".135",".295",".225",".284",".360",".283","80","-0.1","34.1%","84.8%","30.2%"
"PIT","293","31","6","6.5%","32.1%",".161",".272",".206",".269",".367",".281","79","1.0","31.1%","84.5%","42.0%"
"MIA","284","29","5","6.7%","20.1%",".104",".268",".228",".289",".332",".277","79","0.2","32.0%","87.7%","35.8%"
"OAK","222","27","4","8.1%","35.1%",".153",".294",".203",".270",".356",".276","84","0.8","33.8%","78.0%","34.4%"
"STL","249","22","7","10.8%","19.3%",".097",".236",".199",".298",".296",".271","76","0.9","32.0%","85.6%","33.5%"
"CIN","329","20","0","7.9%","21.0%",".118",".231",".196",".269",".314",".262","59","-1.4","33.5%","86.4%","33.5%"
"KCR","217","18","4","6.0%","25.8%",".085",".292",".219",".269",".303",".255","62","0.0","35.1%","81.0%","34.7%"
"DET","211","15","2","6.2%","31.8%",".134",".226",".170",".220",".304",".230","48","0.2","37.3%","85.5%","36.6%"
"COL","177","13","2","7.3%","31.1%",".099",".231",".167",".237",".265",".228","31","0.2","35.0%","82.8%","30.8%"
"SFG","209","13","1","8.6%","34.4%",".053",".270",".170",".254",".223",".221","39","-0.8","32.7%","83.4%","30.2%"
"ARI","229","13","1","3.5%","25.3%",".146",".182",".164",".197",".311",".221","37","0.1","35.4%","80.6%","30.2%"
